건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균,건물형태,보증금평가,월세평가,경도,위도
참솔빌라(131-39),녹번동 131-39,4층,2020 10 7,"    14,700/         0",48.78,14.8,2002,6690.3541472506995,0.0,연립/다세대,적정보증금,적정월세,126.927379,37.608153
행복한집(2차),녹번동 132-37,3층,2020 10 13,"    11,000/        18",43.49,13.2,2008,7617.331855136735,19.01330376940133,연립/다세대,적정보증금,적정월세,126.927824,37.60795
세화하이츠맨션(35-92),녹번동 35-92,1층,2020 10 17,"     3,000/        40",38.68,11.7,1994,5999.032414126754,17.094017094017097,연립/다세대,적정보증금,적정월세,126.934035,37.603663
양지미라벨(75-30),녹번동 75-30,4층,2020 10 17,"    12,000/         0",40.8,12.3,2002,9626.652132443112,0.0,연립/다세대,적정보증금,적정월세,126.911242,37.615015
서울빌라(176-15),녹번동 176-15,2층,2020 10 20,"     8,925/         0",39.92,12.1,1995,9266.528925619834,0.0,연립/다세대,적정보증금,적정월세,126.92191,37.615906
두진아이브,녹번동 94-10,5층,2020 10 26,"     3,000/        60",49.56,15.0,2008,8142.857142857143,20.0,연립/다세대,적정보증금,적정월세,126.932132,37.618747
(391-57),불광동 391-57,3층,2020 10 7,"    13,000/         0",45.1,13.6,2002,8072.717723453017,5.6818181818181825,연립/다세대,적정보증금,적정월세,126.921747,37.62405
거성리젠시 A동,불광동 259-10,2층,2020 10 10,"    18,900/         0",68.89,20.8,2002,9086.53846153846,0.0,연립/다세대,적정보증금,적정월세,126.929036,37.613448
연신홈타운,불광동 331-70,2층,2020 10 12,"    20,000/         0",66.93,20.2,2003,9900.9900990099,0.0,연립/다세대,적정보증금,적정월세,126.926168,37.619108
(281-150),불광동 281-150,4층,2020 10 12,"     7,000/         0",53.2,16.1,2008,4347.826086956521,0.0,연립/다세대,적정보증금,적정월세,126.931144,37.610188
한신타운,불광동 157-3,1층,2020 10 12,       300/        15,38.66,11.7,1993,256.4102564102564,12.82051282051282,연립/다세대,적정보증금,적정월세,126.930627,37.622572
세광빌라,불광동 451-14,1층,2020 10 12,"    13,000/         0",47.55,14.4,1991,9027.777777777776,0.0,연립/다세대,적정보증금,적정월세,126.926757,37.626204
우정빌라(445-266),불광동 445-266,1층,2020 10 13,"     3,500/         0",48.11,14.6,1993,5737.35836292914,0.0,연립/다세대,적정보증금,적정월세,126.921727,37.60111
우성파크빌,불광동 445-277,3층,2020 10 16,"    19,000/         0",64.99,19.7,2002,9644.670050761422,0.0,연립/다세대,적정보증금,적정월세,126.92391,37.626475
한성빌라,불광동 346-62,1층,2020 10 17,"    13,650/         0",46.47,14.1,1991,9826.319993487794,0.0,연립/다세대,적정보증금,적정월세,126.92786,37.620448
우성빌라,불광동 379-48,1층,2020 10 17,"     1,000/        60",42.48,12.9,1991,4419.854963740935,23.255813953488367,연립/다세대,적정보증금,적정월세,127.061726,37.619903
(346-8),불광동 346-8,2층,2020 10 19,"    10,500/         0",68.74,20.8,1990,5048.076923076923,0.0,연립/다세대,적정보증금,적정월세,126.928166,37.619594
한마음아트빌(481-18),불광동 481-18,4층,2020 10 19,"    10,000/         0",38.79,11.7,2002,8547.008547008547,0.0,연립/다세대,적정보증금,적정월세,126.921162,37.62536
궁전빌라,불광동 481-25,1층,2020 10 20,"    14,000/         0",58.45,17.7,1996,6983.463612207521,0.0,연립/다세대,적정보증금,적정월세,126.911471,37.599268
보령주택,불광동 391-12,2층,2020 10 20,"    15,000/         0",58.47,17.7,1992,9204.175552811765,0.0,연립/다세대,적정보증금,적정월세,126.921604,37.623778
삼호주택,불광동 346-60,1층,2020 10 21,"    16,000/         0",49.89,15.1,1996,9903.27640292785,0.0,연립/다세대,적정보증금,적정월세,126.918288,37.62118
한진주택(A동),불광동 484-324,1층,2020 10 23,"    25,500/         0",74.91,22.7,1992,9945.744417110056,0.0,연립/다세대,적정보증금,적정월세,127.074071,37.55702700000001
(218-19),불광동 218-19,2층,2020 10 26,"     5,000/        20",33.45,10.1,1987,4950.495049504952,19.801980198019802,연립/다세대,적정보증금,적정월세,126.93144,37.619624
북한산캐슬,불광동 391-95,4층,2020 10 27,"    14,000/         0",47.7,14.4,2005,6250.0,13.888888888888893,연립/다세대,적정보증금,적정월세,126.908318,37.600419
(480-32),불광동 480-32,3층,2020 10 27,       300/        25,21.6,6.5,1996,5282.051282051283,12.82051282051282,연립/다세대,적정보증금,적정월세,127.095128,37.552793
로얄하이츠,불광동 8-155,4층,2020 10 27,"    15,000/         0",57.45,17.4,2008,8620.689655172413,0.0,연립/다세대,적정보증금,적정월세,126.933056,37.613512
LG빌라(484-334),불광동 484-334,2층,2020 10 29,"    14,100/         0",64.26,19.4,2007,5890.113362562705,12.64367816091954,연립/다세대,적정보증금,적정월세,126.916601,37.621912
윤현맨션(484-92),불광동 484-92,3층,2020 10 30,"    18,500/         0",62.16,18.8,2000,9840.425531914894,0.0,연립/다세대,적정보증금,적정월세,126.920705,37.623293
한일빌라,불광동 444-50,1층,2020 10 31,"     9,500/         0",55.67,16.8,1995,5654.7619047619055,0.0,연립/다세대,적정보증금,적정월세,126.926632,37.62387800000001
금성주택,갈현동 300-31,1층,2020 10 2,"     8,000/         0",34.76,10.5,1994,7619.047619047618,0.0,연립/다세대,적정보증금,적정월세,126.914164,37.626683
정원아트빌,갈현동 275-120,3층,2020 10 7,"     2,000/        35",57.32,17.3,2007,5057.803468208092,5.057803468208092,연립/다세대,적정보증금,적정월세,126.907741,37.614316
(25-6),갈현동 25-6,3층,2020 10 10,"     5,000/         0",29.07,8.8,1995,5681.818181818181,0.0,연립/다세대,적정보증금,적정월세,126.917262,37.625586
대주드림빌,갈현동 262-13,3층,2020 10 10,"     8,000/        20",69.3,21.0,2003,5187.81038749647,4.761904761904762,연립/다세대,적정보증금,적정월세,126.915245,37.624017
대성아트빌라,갈현동 281-161,4층,2020 10 12,"     5,000/         0",30.52,9.2,1994,4929.780684878801,0.0,연립/다세대,적정보증금,적정월세,126.905582,37.617089
서원빌라,갈현동 326-26,5층,2020 10 12,"    16,000/         0",73.33,22.2,2002,7207.207207207207,0.0,연립/다세대,적정보증금,적정월세,126.90774,37.616722
금당빌라(517-40),갈현동 517-40,1층,2020 10 12,"     2,500/        37",39.52,12.0,1993,2083.333333333333,30.833333333333336,연립/다세대,적정보증금,적정월세,126.912678,37.618317
(275-153),갈현동 275-153,1층,2020 10 13,"     3,000/        32",29.55,8.9,2010,5992.509363295882,23.22097378277153,연립/다세대,적정보증금,적정월세,126.912712,37.622976
상신아트빌라(가),갈현동 288,3층,2020 10 14,"    12,000/         0",36.24,11.0,1994,7897.448800406768,0.0,연립/다세대,적정보증금,적정월세,126.926483,37.609812
삼원렉스빌,갈현동 450-26,2층,2020 10 15,"     9,000/        40",44.88,13.6,2014,6617.647058823532,29.411764705882355,연립/다세대,적정보증금,적정월세,126.914935,37.619681
(300-32),갈현동 300-32,2층,2020 10 15,"     7,500/         0",38.64,11.7,1991,6410.256410256411,0.0,연립/다세대,적정보증금,적정월세,126.914268,37.626594
정원쉐르빌2차,갈현동 478-4,4층,2020 10 15,"    19,000/         0",65.72,19.9,2000,9547.738693467338,0.0,연립/다세대,적정보증금,적정월세,126.915979,37.615618
경방주택(281-116),갈현동 281-116,3층,2020 10 16,"    12,000/        20",77.4,23.4,2009,6294.939628272963,4.612671279337947,연립/다세대,적정보증금,적정월세,126.913044,37.62425800000001
태경쉐르빌B동,갈현동 476-26,4층,2020 10 23,"    15,000/         0",46.24,14.0,2001,9736.704900938477,3.6496350364963503,연립/다세대,적정보증금,적정월세,126.916486,37.615046
삼성은혜타운(A동),갈현동 274-45,2층,2020 10 23,"    17,000/         0",51.82,15.7,2003,9476.008492569004,0.0,연립/다세대,적정보증금,적정월세,126.91188,37.610895
아름맨션7(521-28),갈현동 521-28,2층,2020 10 26,"    20,000/         0",78.49,23.7,1995,8499.569890826295,0.0,연립/다세대,적정보증금,적정월세,126.913128,37.606031
(434-27),갈현동 434-27,3층,2020 10 27,"    22,000/         0",80.49,24.3,2008,9053.497942386832,0.0,연립/다세대,적정보증금,적정월세,126.916177,37.621485
광신빌라,갈현동 12-222,4층,2020 10 28,"     9,000/         0",49.0,14.8,1994,3152.6481638589257,20.179372197309426,연립/다세대,적정보증금,적정월세,127.088144,37.547342
대광맨션나동(522-24),갈현동 522-24,2층,2020 10 28,"    12,000/         0",64.1,19.4,1997,7061.037473408607,0.0,연립/다세대,적정보증금,적정월세,126.906735,37.615731
현대하우징,갈현동 327-19,4층,2020 10 29,"     9,000/        40",47.92,14.5,2011,6206.8965517241395,27.58620689655173,연립/다세대,적정보증금,적정월세,126.90886,37.61603
옐리에셀홈즈,갈현동 511-24,5층,2020 10 29,"     9,500/        15",43.08,13.0,2002,9714.297843436916,3.8461538461538463,연립/다세대,적정보증금,적정월세,127.089991,37.539724
미곡하이츠6차(12-216),갈현동 13-18,4층,2020 10 30,"     7,000/        20",40.12,12.1,1995,6621.154032446282,5.5096418732782375,연립/다세대,적정보증금,적정월세,127.08653,37.556232
온누리빌라트,갈현동 470-5,3층,2020 10 31,"    23,000/         0",76.97,23.3,2004,9871.244635193132,0.0,연립/다세대,적정보증금,적정월세,126.915602,37.613506
초원넥스빌(6-6),구산동 6-6,2층,2020 10 6,"     4,500/         0",68.89,20.8,2008,9099.511599511601,0.0,연립/다세대,적정보증금,적정월세,126.919633,37.601838
삼화궁전,구산동 355-36,4층,2020 10 7,"    12,000/         0",45.42,13.7,1998,8759.12408759124,0.0,연립/다세대,적정보증금,적정월세,126.90641,37.613934
태림빌라,구산동 20-34,3층,2020 10 13,"    18,000/         0",82.4,24.9,1996,7228.915662650603,0.0,연립/다세대,적정보증금,적정월세,126.914169,37.60842
미래스카이빌,구산동 24-57,2층,2020 10 15,"    14,000/        45",78.06,23.6,2004,7907.962160031534,9.533898305084744,연립/다세대,적정보증금,적정월세,127.087452,37.530802
라이브빌3차(16-19),구산동 16-19,4층,2020 10 21,"     3,000/        75",50.46,15.3,2016,9255.040044186688,24.509803921568626,연립/다세대,적정보증금,적정월세,126.911537,37.590096
(368-39),구산동 368-39,2층,2020 10 21,"     9,000/         0",53.76,16.3,2011,6134.969325153375,5.521472392638036,연립/다세대,적정보증금,적정월세,127.086952,37.569021
(3-32),구산동 3-32,3층,2020 10 21,"    12,000/         0",42.63,12.9,2002,8819.37984496124,0.0,연립/다세대,적정보증금,적정월세,126.912061,37.606202
한솔빌라A,구산동 216-6,1층,2020 10 22,"    12,000/         0",45.62,13.8,1994,7608.695652173912,0.0,연립/다세대,적정보증금,적정월세,126.914876,37.587874
신영마을,구산동 177-33,3층,2020 10 24,"    13,000/         0",48.65,14.7,2003,8843.537414965987,0.0,연립/다세대,적정보증금,적정월세,126.908071,37.606426
(6-4),구산동 6-4,2층,2020 10 31,"    10,000/         0",35.6,10.8,1986,9259.25925925926,0.0,연립/다세대,적정보증금,적정월세,126.914361,37.611593
경일빌라,대조동 59-64,1층,2020 10 9,"    13,000/         0",43.95,13.3,1995,9774.436090225565,0.0,연립/다세대,적정보증금,적정월세,126.9233,37.607503
드림빌리지,대조동 48-98,5층,2020 10 16,"     9,000/         0",50.58,15.3,2008,8496.73202614379,0.0,연립/다세대,적정보증금,적정월세,126.91891499999998,37.610788
위산렉스빌,대조동 31-12,2층,2020 10 17,"    19,000/         0",40.45,12.2,2012,8408.003258323999,21.73913043478261,연립/다세대,적정보증금,적정월세,126.925421,37.609667
삼인포스트빌,대조동 215-8,3층,2020 10 19,"     6,000/        65",68.44,20.7,2001,6712.4332570556835,15.700483091787438,연립/다세대,적정보증금,적정월세,126.920038,37.614565
상춘당,대조동 9-49,4층,2020 10 22,"    20,000/         0",68.59,20.7,2003,9661.835748792271,0.0,연립/다세대,적정보증금,적정월세,126.927868,37.61042800000001
씨티하우스(226-10),대조동 226-10,4층,2020 10 30,"    20,000/         0",51.88,15.7,2002,7961.783439490446,19.10828025477707,연립/다세대,적정보증금,적정월세,126.916704,37.596117
삼익하이빌,대조동 225-20,3층,2020 10 30,"    24,400/         0",56.01,16.9,2008,8330.046022353716,20.37037037037037,연립/다세대,적정보증금,적정월세,126.910663,37.603468
신양맨션(124-6),응암동 124-6,5층,2020 10 6,"    17,500/         0",71.34,21.6,1994,8101.85185185185,0.0,연립/다세대,적정보증금,적정월세,126.917625,37.595035
낙원주택15차,응암동 115-1,2층,2020 10 8,"    17,000/         0",65.49,19.8,1994,9942.646807053588,7.627118644067798,연립/다세대,적정보증금,적정월세,127.089261,37.541079
응암빌라트,응암동 98-13,3층,2020 10 8,"    19,000/         0",48.02,14.5,2002,7586.206896551725,17.241379310344826,연립/다세대,적정보증금,적정월세,127.088752,37.540156
동원궁하이츠빌라(583-40),응암동 583-40,3층,2020 10 10,"     2,000/        60",42.4,12.8,1994,5699.282786885246,23.4375,연립/다세대,적정보증금,적정월세,127.088533,37.556265
현대주택746-22),응암동 746-22,2층,2020 10 13,       500/        30,36.35,11.0,1991,454.5454545454545,27.27272727272727,연립/다세대,적정보증금,적정월세,126.920779,37.585252
귀빈세르빌,응암동 94-28,3층,2020 10 16,"    10,000/        50",57.77,17.5,2002,8571.42857142857,14.285714285714285,연립/다세대,적정보증금,적정월세,126.927842,37.600354
(733-36),응암동 733-36,3층,2020 10 23,"    13,000/         0",61.81,18.7,2001,6951.871657754011,0.0,연립/다세대,적정보증금,적정월세,126.919919,37.584415
다원하이빌,응암동 101-38,4층,2020 10 28,"     3,240/         0",32.94,10.0,2015,3240.0,0.0,연립/다세대,적정보증금,적정월세,126.924145,37.598384
(123-20),응암동 123-20,2층,2020 10 29,"    20,000/         0",62.44,18.9,1997,9622.574955908289,0.0,연립/다세대,적정보증금,적정월세,126.916071,37.595219
하오빌,응암동 120-15,5층,2020 10 29,"    22,200/         0",47.49,14.4,2009,9900.79365079365,15.527950310559005,연립/다세대,적정보증금,적정월세,127.084565,37.555946
훼미리,응암동 81-143,2층,2020 10 30,"     3,000/        50",50.13,15.2,1991,1480.2631578947367,31.25,연립/다세대,적정보증금,적정월세,127.094882,37.557296
경원에이스,응암동 195-25,4층,2020 10 31,"    18,000/         0",65.8,19.9,2008,9045.226130653267,0.0,연립/다세대,적정보증금,적정월세,126.924557,37.59727
거성제일맨션,역촌동 34-31,2층,2020 10 5,"     2,000/        60",50.52,15.3,1995,2146.1320846746657,30.801872988001165,연립/다세대,적정보증금,적정월세,126.917758,37.603065
인성빌라,역촌동 64-7,5층,2020 10 7,"    23,000/         0",76.34,23.1,2003,4999.999999999999,4.329004329004329,연립/다세대,적정보증금,적정월세,127.095048,37.551981
"무진빌라(가,나동)",역촌동 187-37,3층,2020 10 8,"     5,000/        40",76.14,23.0,1986,8083.252458592133,2.898550724637681,연립/다세대,적정보증금,적정월세,127.142936,37.552609
남전유엔빌B,역촌동 25-177,4층,2020 10 10,"     2,000/        80",79.71,24.1,2002,5234.214867769834,16.59751037344398,연립/다세대,적정보증금,적정월세,127.085682,37.558018
길훈맨션,역촌동 53-16,4층,2020 10 10,"    16,000/         0",55.9,16.9,1998,9467.455621301777,0.0,연립/다세대,적정보증금,적정월세,126.909688,37.606621
(19-53),역촌동 19-53,4층,2020 10 10,"    22,000/         0",75.93,23.0,1999,6716.235302584586,7.129802055314159,연립/다세대,적정보증금,적정월세,126.910803,37.588386
삼일빌라,역촌동 81-29,1층,2020 10 14,"     1,000/        20",42.33,12.8,2002,781.25,15.625,연립/다세대,적정보증금,적정월세,126.912629,37.601396
유림빌라,역촌동 67-66,3층,2020 10 16,"    16,800/         0",44.01,13.3,2001,7067.669172932329,22.55639097744361,연립/다세대,적정보증금,적정월세,126.906085,37.585054
도올탑스텔(42-41),역촌동 42-41,4층,2020 10 16,"     1,000/        54",31.67,9.6,2001,6922.70249221184,28.125,연립/다세대,적정보증금,적정월세,127.078266,37.559204
골든네스트,역촌동 226-2,6층,2020 10 21,"    31,000/         0",54.18,16.4,2017,8673.071974517863,10.479041916167668,연립/다세대,적정보증금,적정월세,127.086487,37.540355
동산주택 홈타운,역촌동 59-11,2층,2020 10 22,       440/        34,43.6,13.2,2019,278.5524648472477,30.680820733604733,연립/다세대,적정보증금,적정월세,126.913795,37.605335
역촌동엠에스빌A동,역촌동 4-9,3층,2020 10 23,"     6,000/        55",71.24,21.6,2002,2777.777777777778,25.462962962962962,연립/다세대,적정보증금,적정월세,126.91897,37.608563
상우맨션(B동),역촌동 36-35,4층,2020 10 27,"    25,000/         0",88.68,26.8,2002,6343.283582089553,3.109452736318408,연립/다세대,적정보증금,적정월세,126.916521,37.601702
청송빌라,역촌동 65-10,4층,2020 10 29,"    23,500/         0",122.04,36.9,1993,6368.5636856368565,0.0,연립/다세대,적정보증금,적정월세,126.914542,37.603017
거성리젠시(A동),신사동 34-53,3층,2020 10 5,"    18,000/        10",59.91,18.1,2013,7182.32044198895,19.33701657458564,연립/다세대,적정보증금,적정월세,127.084816,37.529827
거성빌라트(3-26),신사동 3-26,3층,2020 10 5,"    13,000/         0",47.56,14.4,1997,5787.342552297608,15.811157879717488,연립/다세대,적정보증금,적정월세,126.912642,37.598981
성락타운(261-20),신사동 261-20,1층,2020 10 12,"     9,100/         0",49.35,14.9,1987,6442.419422740982,0.0,연립/다세대,적정보증금,적정월세,127.084734,37.531007
초원넥스빌,신사동 29-150,5층,2020 10 14,"     5,000/        50",56.13,17.0,2010,7568.1492109038745,14.705882352941178,연립/다세대,적정보증금,적정월세,127.066349,37.537305
문화빌리지,신사동 29-153,4층,2020 10 15,"    10,000/         0",46.58,14.1,1976,6177.678238148565,0.0,연립/다세대,적정보증금,적정월세,127.083865,37.55673400000001
(202-9),신사동 202-9,2층,2020 10 16,"    18,200/         0",78.91,23.9,1991,7615.062761506277,0.0,연립/다세대,적정보증금,적정월세,126.907932,37.595036
신성빌라(237-453),신사동 237-453,2층,2020 10 17,"    15,000/         0",76.77,23.2,1994,6465.517241379312,0.0,연립/다세대,적정보증금,적정월세,126.905885,37.594062
현대드림빌라,신사동 226-1,2층,2020 10 20,"    22,000/         0",75.64,22.9,2004,9606.98689956332,0.0,연립/다세대,적정보증금,적정월세,126.908133,37.596029
(23-18),신사동 23-18,3층,2020 10 20,"     5,000/        35",29.9,9.0,2003,5423.280423280422,29.62962962962964,연립/다세대,적정보증금,적정월세,126.872167,37.541314
(15-24),신사동 15-24,5층,2020 10 20,"     1,701/        22",39.54,12.0,2020,1417.5,18.33333333333333,연립/다세대,적정보증금,적정월세,126.907909,37.599739
(14-10),신사동 14-10,5층,2020 10 20,"     2,000/         0",29.21,8.8,2003,7279.314888010541,0.0,연립/다세대,적정보증금,적정월세,127.083127,37.559629
그린아트빌(15-3),신사동 15-3,5층,2020 10 21,"    13,000/        30",81.26,24.6,2003,5284.552845528455,12.195121951219509,연립/다세대,적정보증금,적정월세,126.909395,37.599555
한길빌라(10-24),신사동 10-24,3층,2020 10 22,"     9,000/        50",65.8,19.9,2002,7124.838192117175,14.192799440239172,연립/다세대,적정보증금,적정월세,126.90949,37.601574
이안쉐르빌(32-11),신사동 32-11,5층,2020 10 28,"    20,000/         0",50.16,15.2,2008,9429.82456140351,17.543859649122812,연립/다세대,적정보증금,적정월세,127.052642,37.623398
금강하이츠(350-27),신사동 350-27,1층,2020 10 30,"    15,000/        40",69.44,21.0,2002,9221.146085552866,9.523809523809524,연립/다세대,적정보증금,적정월세,126.912097,37.590542
(209-27),증산동 209-27,2층,2020 10 7,"     2,000/        60",56.4,17.1,1997,6237.816764132553,11.695906432748535,연립/다세대,적정보증금,적정월세,126.864592,37.54760200000001
삼우타운(205-17),증산동 205-17,3층,2020 10 7,"    17,850/         0",61.32,18.5,1997,9648.648648648648,0.0,연립/다세대,적정보증금,적정월세,126.907102,37.585973
(92-129),증산동 92-129,1층,2020 10 19,"     7,000/         0",27.58,8.3,1986,8433.734939759035,0.0,연립/다세대,적정보증금,적정월세,126.907136,37.586739
연세빌라(다동)(193-37),증산동 193-37,3층,2020 10 22,"     9,000/         0",37.54,11.4,1993,8012.409071459135,0.0,연립/다세대,적정보증금,적정월세,127.13562,37.552015
한우주택(가)(208-25),증산동 208-25,2층,2020 10 22,"     3,500/        40",69.52,21.0,1983,2034.313725490196,15.476190476190474,연립/다세대,적정보증금,적정월세,127.083894,37.556166
예광베스트빌,증산동 200-20,4층,2020 10 28,"    23,000/         0",76.23,23.1,2004,9956.709956709956,0.0,연립/다세대,적정보증금,적정월세,126.908283,37.587272
(190-9),중곡동 190-9,2층,2020 10 20,"     1,294/         7",18.72,5.7,2013,2270.1754385964914,12.280701754385964,연립/다세대,적정보증금,적정월세,127.078922,37.567454
현대하이츠빌라에이동,중곡동 106-34,2층,2020 10 26,"    29,000/         0",77.23,23.4,1990,9946.581196581195,10.416666666666668,연립/다세대,적정보증금,적정월세,127.092973,37.541036
(642-11),중곡동 642-11,2층,2020 10 28,"    11,000/         0",37.56,11.4,2002,9399.610136452242,0.0,연립/다세대,적정보증금,적정월세,127.078712,37.558811
노블레스빌라,중곡동 150-360,1층,2020 10 31,"    24,000/         0",79.38,24.0,2003,10000.0,0.0,연립/다세대,적정보증금,적정월세,127.086229,37.561447
대명피렌체,능동 382,3층,2020 10 20,"    10,000/         0",51.78,15.7,2010,6369.426751592358,0.0,연립/다세대,적정보증금,적정월세,127.079792,37.552891
여진하우스,구의동 211-21,3층,2020 10 10,"     6,000/        35",35.43,10.7,1996,9053.73831775701,16.35514018691589,연립/다세대,적정보증금,적정월세,127.078978,37.672245
삼성빌라,구의동 648-15,1층,2020 10 15,"    15,000/         0",49.32,14.9,1992,7188.729460772969,17.24137931034483,연립/다세대,적정보증금,적정월세,127.14692,37.532725
삼성스위트빌,구의동 23-17,3층,2020 10 23,"    19,000/         0",73.26,22.2,2002,6081.081081081082,0.0,연립/다세대,적정보증금,적정월세,127.096721,37.553048
(220-49),구의동 220-49,3층,2020 10 27,"     7,000/        45",41.66,12.6,2003,6746.031746031746,31.74603174603175,연립/다세대,적정보증금,적정월세,127.138325,37.552053
정호(649-4),자양동 649-4,2층,2020 10 6,       110/        15,23.75,7.2,2003,8112.103174603176,10.416666666666668,연립/다세대,적정보증금,적정월세,127.128615,37.531573
마이더스빌,자양동 663-42,4층,2020 10 6,"    36,000/         0",78.6,23.8,2010,7899.159663865545,29.523809523809533,연립/다세대,적정보증금,적정월세,127.083685,37.530737
백합빌라,자양동 801-1,4층,2020 10 8,"    10,000/        40",52.45,15.9,1997,6289.308176100629,25.157232704402514,연립/다세대,적정보증금,적정월세,127.0778,37.536395
(655-17),자양동 655-17,3층,2020 10 9,"     9,000/        45",51.96,15.7,2003,5732.484076433121,28.662420382165607,연립/다세대,적정보증금,적정월세,127.082031,37.532752
삼익빌라,자양동 628-20,2층,2020 10 13,"     6,000/        40",43.56,13.2,1992,8178.239083750895,15.151515151515152,연립/다세대,적정보증금,적정월세,127.07268700000002,37.546312
대흥빌라,자양동 231-2,2층,2020 10 14,"     3,000/        80",48.42,14.6,2008,7539.025167250717,27.397260273972602,연립/다세대,적정보증금,적정월세,127.07992,37.53606
신성쉐르빌(646-14),자양동 646-14,4층,2020 10 20,"    10,000/        51",52.48,15.9,2010,6289.308176100629,32.075471698113205,연립/다세대,적정보증금,적정월세,127.08221,37.529212
(615-33),자양동 615-33,4층,2020 10 24,"    11,000/        80",91.54,27.7,2002,3971.119133574007,28.88086642599277,연립/다세대,적정보증금,적정월세,127.07851,37.532914
세움연립,자양동 229-6,3층,2020 10 26,"    35,000/         0",57.87,17.5,2008,8226.120857699805,31.18908382066277,연립/다세대,적정보증금,적정월세,127.142367,37.536053
건우빌라,자양동 11-15,4층,2020 10 29,"     9,000/        40",42.77,12.9,1992,6976.744186046512,31.00775193798449,연립/다세대,적정보증금,적정월세,127.066297,37.538764
영훈Textile,군자동 350-9,3층,2020 10 8,"    10,000/        53",76.42,23.1,2002,4715.52257266543,25.50247371675943,연립/다세대,적정보증금,적정월세,127.069086,37.550122
로마네스크5,군자동 93-8,2층,2020 10 9,"    18,000/         0",39.45,11.9,2009,8823.529411764706,25.210084033613445,연립/다세대,적정보증금,적정월세,127.074304,37.557353000000006
(476-15),군자동 476-15,3층,2020 10 15,"     6,500/        30",51.32,15.5,2004,4193.548387096775,19.354838709677427,연립/다세대,적정보증금,적정월세,127.078153,37.556374
삼성빌리지,월계동 534-86,2층,2020 10 5,"    14,000/         0",53.55,16.2,2002,7818.9300411522645,0.0,연립/다세대,적정보증금,적정월세,127.082285,37.651249
(534-157),월계동 534-157,2층,2020 10 7,"    12,000/         0",44.7,13.5,1991,7037.037037037037,0.0,연립/다세대,적정보증금,적정월세,126.872075,37.545169
범하하이츠빌라,월계동 411-37,2층,2020 10 9,"    15,000/         0",48.71,14.7,1996,9523.809523809525,0.0,연립/다세대,적정보증금,적정월세,127.059821,37.620924
하이서울빌,월계동 534-179,1층,2020 10 11,"    12,000/         0",44.425,13.4,2008,8955.223880597017,0.0,연립/다세대,적정보증금,적정월세,127.055492,37.624647
동신빌라(475-2),월계동 475-2,3층,2020 10 19,"    31,000/         0",114.39,34.6,1984,8959.537572254336,0.0,연립/다세대,적정보증금,적정월세,127.059589,37.616922
영시티빌,월계동 534-211,1층,2020 10 21,"     3,000/        50",62.31,18.8,1997,3535.0986177977948,20.597142413418233,연립/다세대,적정보증금,적정월세,127.052644,37.622344
(신)신우빌라,월계동 877,2층,2020 10 22,"    13,000/         0",54.96,16.6,1988,5438.420348058902,9.77366255144033,연립/다세대,적정보증금,적정월세,127.132442,37.53034
(402-26),월계동 402-26,3층,2020 10 24,"    15,500/         0",48.45,14.7,1994,9612.798607815219,0.0,연립/다세대,적정보증금,적정월세,127.123828,37.543314
382-25,월계동 382-25,4층,2020 10 30,       500/        50,26.21,7.9,2009,8181.984956888645,21.09704641350211,연립/다세대,적정보증금,적정월세,127.138939,37.55176
양지빌라 나동,공릉동 366-28,2층,2020 10 15,"    20,000/        30",71.57,21.6,1982,9259.25925925926,13.888888888888893,연립/다세대,적정보증금,적정월세,127.073717,37.628521
(350-18),공릉동 350-18,2층,2020 10 17,"    12,000/         7",56.48,17.1,2003,7017.543859649122,4.093567251461988,연립/다세대,적정보증금,적정월세,127.077975,37.624077
삼우맨숀 B동,공릉동 589-9,2층,2020 10 17,"     1,000/        40",60.84,18.4,2003,5871.739130434781,10.869565217391308,연립/다세대,적정보증금,적정월세,127.123111,37.542642
우와숙의집,공릉동 349-11,3층,2020 10 19,"     4,000/        45",43.37,13.1,2002,3053.435114503817,34.35114503816794,연립/다세대,적정보증금,적정월세,127.07829,37.624241
혜양빌라트,공릉동 513-29,2층,2020 10 21,"    22,500/         0",65.41,19.8,1998,6551.383399209485,26.08695652173913,연립/다세대,적정보증금,적정월세,126.978233,37.550938
(499-5),공릉동 499-5,1층,2020 10 21,"     4,000/        40",54.22,16.4,1977,2439.024390243903,24.390243902439032,연립/다세대,적정보증금,적정월세,127.073759,37.625116
진성빌,공릉동 506-33,2층,2020 10 23,"    11,000/         0",30.04,9.1,2013,8505.315822388993,32.520325203252035,연립/다세대,적정보증금,적정월세,127.146961,37.550935
미소빌,공릉동 559-25,3층,2020 10 23,"    10,000/        35",34.55,10.5,2011,9714.285714285717,23.809523809523807,연립/다세대,적정보증금,적정월세,127.077417,37.62428
칠성연립 가동,공릉동 598-39,3층,2020 10 24,"     3,000/        65",90.15,27.3,1986,1098.9010989010987,23.809523809523807,연립/다세대,적정보증금,적정월세,127.07366,37.620295
명승화운트,공릉동 561-37,3층,2020 10 29,"     5,000/        35",24.93,7.5,2016,8377.450980392157,34.16666666666667,연립/다세대,적정보증금,적정월세,127.076958,37.622988
