건물명,주소,입력주소,경도,위도
관악산휴먼시아 1단지,신림동 1735-1,서울시  신림동 1735-1,126.921111,37.461623
관악산휴먼시아3단지,신림동 1735-2,서울시  신림동 1735-2,126.918423,37.460671
신림2차푸르지오,신림동 1736,서울시  신림동 1736,126.919782,37.461323
신림SH빌(임대),신림동 1736-1,서울시  신림동 1736-1,126.919878,37.462486
파로스프라자,신림동 1738,서울시  신림동 1738,126.919601,37.464448
보라매스카이아파트(1739),신림동 1739,서울시  신림동 1739,126.924729,37.487652
앰팰리스 아파트,신림동 1743,서울시  신림동 1743,126.936638,37.474703
LIG5차,신림동 233-11,서울시  신림동 233-11,126.942551,37.467467
관악,신림동 244,서울시  신림동 244,126.939505,37.467854
래디앙아파트,신림동 244-21,서울시  신림동 244-21,126.940401,37.469259
현대,신림동 255-189,서울시  신림동 255-189,126.937196,37.464022
GS파크뷰,신림동 406-69,서울시  신림동 406-69,126.934448,37.474467
보라매해담채,신림동 497-5,서울시  신림동 497-5,126.916674,37.488704
신림동이모르젠,신림동 518-19,서울시  신림동 518-19,126.912258,37.485979
아데나,신림동 534-1,서울시  신림동 534-1,126.911843,37.485732
윤정,신림동 546-7,서울시  신림동 546-7,126.909453,37.482907
신림2차현대,신림동 551-9,서울시  신림동 551-9,126.908912,37.484362
신화아트벨리2차,신림동 587-97,서울시  신림동 587-97,126.91661,37.476702
늘푸른,신림동 610-265,서울시  신림동 610-265,126.924068,37.47377
C&A빌딩,신림동 621-5,서울시  신림동 621-5,126.919846,37.471794
월드,신림동 667-16,서울시  신림동 667-16,126.919666,37.463097
건영2,신림동 721-2,서울시  신림동 721-2,126.916842,37.470811
뉴서울,신림동 739,서울시  신림동 739,126.911092,37.470461
건영1,신림동 746-43,서울시  신림동 746-43,126.912397,37.476402
한라타운아파트,신림동 763,서울시  신림동 763,126.915142,37.476526
청암두산위브센티움,신림동 86-3,서울시  신림동 86-3,126.930353,37.482549
바라본,신림동 98-401,서울시  신림동 98-401,126.942336,37.475475
신동아,신림동 산28-9,서울시  신림동 산28-9,126.940653,37.464197
신문로맨션,신문로1가 238,서울시  신문로1가 238,126.972951,37.571283
디팰리스,신문로2가 171,서울시  신문로2가 171,126.970928,37.568607
임탑(12-1) 100동,신사동 12-1,서울시  신사동 12-1,126.907579,37.601403
라이프미성,신사동 140-1,서울시  신사동 140-1,126.908027,37.589288
신성,신사동 155-1,서울시  신사동 155-1,126.90502,37.589729
홍익,신사동 19-117,서울시  신사동 19-117,126.908011,37.597406
승윤노블리안,신사동 19-147,서울시  신사동 19-147,126.909269,37.597346
명남더블레스(19-162),신사동 19-162,서울시  신사동 19-162,126.908813,37.596765
형진,신사동 19-84,서울시  신사동 19-84,126.908059,37.597966
명진(200-115),신사동 200-115,서울시  신사동 200-115,126.908626,37.594844
성현,신사동 200-28,서울시  신사동 200-28,126.90845,37.594464
대광,신사동 21-8,서울시  신사동 21-8,126.913507,37.597872
미래하임(아파트),신사동 229-24,서울시  신사동 229-24,126.907588,37.596907
화림빌딩(23-10),신사동 23-10,서울시  신사동 23-10,126.914997,37.59748
(23-42),신사동 23-42,서울시  신사동 23-42,126.914538,37.597845
벨로스신사(서부주택),신사동 241-2,서울시  신사동 241-2,126.906847,37.597243
예성그린,신사동 242,서울시  신사동 242,126.907234,37.59712
신선,신사동 26-20,서울시  신사동 26-20,126.912972,37.597326
덕산,신사동 263-2,서울시  신사동 263-2,126.905208,37.601624
뉴서울(277-2),신사동 277-2,서울시  신사동 277-2,126.906824,37.599576
우공101동,신사동 278-1,서울시  신사동 278-1,126.906624,37.600052
린든빌(29-26),신사동 29-26,서울시  신사동 29-26,126.910279,37.596418
신사씨티,신사동 297,서울시  신사동 297,126.904075,37.600127
부흥아파트(33-10),신사동 33-10,서울시  신사동 33-10,126.913063,37.594957
신현,신사동 337-5,서울시  신사동 337-5,126.913311,37.591139
테마빌2,신사동 338-2,서울시  신사동 338-2,126.912977,37.589965
뉴월드,신사동 338-7,서울시  신사동 338-7,126.912694,37.58998
새한,신사동 34-6,서울시  신사동 34-6,126.914229,37.59495
경남,신사동 348-11,서울시  신사동 348-11,126.91002,37.590884
라이프씨티,신사동 354,서울시  신사동 354,126.905334,37.602337
현대2,신사동 355,서울시  신사동 355,126.907269,37.597814
뉴신사신성,신사동 356,서울시  신사동 356,126.906347,37.593499
신성수정,신사동 358,서울시  신사동 358,126.906348,37.592616
현대1,신사동 359,서울시  신사동 359,126.908667,37.593529
신사성원,신사동 360,서울시  신사동 360,126.913343,37.600582
삼부,신사동 361,서울시  신사동 361,126.913416,37.595618
청운제일(362-0),신사동 362,서울시  신사동 362,126.913897,37.593631
청운,신사동 363,서울시  신사동 363,126.914551,37.596169
신사동한신휴플러스,신사동 365,서울시  신사동 365,126.906187,37.598984
구암,신사동 366,서울시  신사동 366,126.913081,37.591407
이랜드 타운아파트,신사동 367,서울시  신사동 367,126.903583,37.590455
대주파크빌,신사동 368,서울시  신사동 368,126.908087,37.590649
굿모닝기룡(369-0),신사동 369,서울시  신사동 369,126.907376,37.59358
은평신사두산위브,신사동 370,서울시  신사동 370,126.905914,37.599874
두산위브2차,신사동 371,서울시  신사동 371,126.907266,37.598742
응암역 효성해링턴플레이스,신사동 372,서울시  신사동 372,126.908649,37.59789
명남더블레스(39-19),신사동 39-19,서울시  신사동 39-19,126.911315,37.594455
모델리안1,신사동 39-21,서울시  신사동 39-21,126.912277,37.593698
명남더블레스(39-4),신사동 39-4,서울시  신사동 39-4,126.911452,37.594393
세민하이파크,신사동 40-2,서울시  신사동 40-2,126.909482,37.595915
래미안신사,신사동 506-9,서울시  신사동 506-9,126.907388,37.598969
신아,신사동 6-5,서울시  신사동 6-5,126.911346,37.600113
개성하이뷰,신사동 7-11,서울시  신사동 7-11,126.910848,37.600875
포레스트힐시티,신설동 100-26,서울시  신설동 100-26,127.026383,37.571276
청계천대성스카이렉스1,신설동 109-13,서울시  신설동 109-13,127.023873,37.57194
신설동 지웰홈스,신설동 117-9,서울시  신설동 117-9,127.023607,37.57319
로얄팰리스,신설동 45-2,서울시  신설동 45-2,127.025884,37.578273
더나인,신설동 89-38,서울시  신설동 89-38,127.025594,37.57709
신수동성원,신수동 190,서울시  신수동 190,126.937606,37.546795
하나테크노빌,신수동 22-35,서울시  신수동 22-35,126.939993,37.548457
현대,신수동 445-5,서울시  신수동 445-5,126.937058,37.543159
신촌삼익,신수동 450,서울시  신수동 450,126.935631,37.551202
세양청마루,신수동 451,서울시  신수동 451,126.936542,37.547624
대원칸타빌,신수동 453,서울시  신수동 453,126.933619,37.547859
경남아너스빌,신수동 455,서울시  신수동 455,126.933899,37.549645
마포경남아너스빌,신수동 456,서울시  신수동 456,126.934462,37.549047
벽산솔렌스힐,신수동 457,서울시  신수동 457,126.935861,37.549384
밤섬경남아너스빌,신수동 459,서울시  신수동 459,126.936375,37.546658
신촌숲아이파크,신수동 462,서울시  신수동 462,126.934422,37.551074
(91-511),신수동 91-511,서울시  신수동 91-511,126.935212,37.549639
구암하이빌,신영동 105-22,서울시  신영동 105-22,126.962271,37.601852
대아파크빌,신영동 254,서울시  신영동 254,126.960318,37.605493
보금자리,신월동 1001-5,서울시  신월동 1001-5,126.839182,37.516504
레미앙,신월동 1002-1,서울시  신월동 1002-1,126.837265,37.516116
은일로즈힐,신월동 1003-4,서울시  신월동 1003-4,126.836872,37.515923
삼혜아트빌,신월동 1007-4,서울시  신월동 1007-4,126.839312,37.516136
원능한빛,신월동 1016,서울시  신월동 1016,126.840049,37.519684
대방샤인힐,신월동 1017,서울시  신월동 1017,126.838409,37.520398
신성미소지움,신월동 1020,서울시  신월동 1020,126.846601,37.522452
벽산블루밍1단지,신월동 1022,서울시  신월동 1022,126.8422,37.513695
벽산블루밍2단지,신월동 1023,서울시  신월동 1023,126.841259,37.51383
신월휘버스,신월동 1024,서울시  신월동 1024,126.846131,37.519915
탑건진선미,신월동 1025,서울시  신월동 1025,126.827958,37.538342
양천벽산블루밍1단지,신월동 1026,서울시  신월동 1026,126.839502,37.524328
양천벽산블루밍2단지,신월동 1027,서울시  신월동 1027,126.838677,37.524969
대주파크빌,신월동 1028,서울시  신월동 1028,126.842643,37.514322
신도신월1차,신월동 1029,서울시  신월동 1029,126.846432,37.517981
방주기픈샘,신월동 1030,서울시  신월동 1030,126.842669,37.52508
신도브래뉴2차,신월동 1031,서울시  신월동 1031,126.827902,37.54191
신월동방원,신월동 1032,서울시  신월동 1032,126.835016,37.527618
대성유니드,신월동 1033,서울시  신월동 1033,126.840674,37.520195
청성넥스빌,신월동 1035,서울시  신월동 1035,126.839878,37.518989
수명산롯데캐슬,신월동 1036,서울시  신월동 1036,126.828573,37.544611
장수마을,신월동 1037,서울시  신월동 1037,126.844456,37.521439
아름다운세상,신월동 1038,서울시  신월동 1038,126.827354,37.542211
신월2차보람쉬움,신월동 1039,서울시  신월동 1039,126.837077,37.524575
신성2차미소지움,신월동 1040,서울시  신월동 1040,126.845335,37.521628
삼정그린뷰,신월동 1041,서울시  신월동 1041,126.838578,37.522607
삼익플라주,신월동 1042,서울시  신월동 1042,126.842733,37.519485
길훈엔트런스빌,신월동 1043,서울시  신월동 1043,126.835498,37.531551
정은스카이빌(1044),신월동 1044,서울시  신월동 1044,126.839697,37.520483
3차신성미소지움,신월동 1045,서울시  신월동 1045,126.841786,37.522891
삼익2차플라주,신월동 1046,서울시  신월동 1046,126.840928,37.519125
방주기픈샘2,신월동 1047,서울시  신월동 1047,126.842889,37.525488
양천벽산블루밍3단지,신월동 1048,서울시  신월동 1048,126.838933,37.523782
장수마을2단지동원데쟈뷰,신월동 1049,서울시  신월동 1049,126.845892,37.522201
정은스카이빌2차,신월동 1051,서울시  신월동 1051,126.839166,37.520405
동도센트리움,신월동 1052,서울시  신월동 1052,126.846311,37.523674
수명산SKVIEW,신월동 1053,서울시  신월동 1053,126.829329,37.544023
신정두산위브,신월동 1055,서울시  신월동 1055,126.845534,37.519008
삼익4차플라주,신월동 1056,서울시  신월동 1056,126.844737,37.520802
롯데캐슬(1057-0),신월동 1057,서울시  신월동 1057,126.840084,37.523253
롯데캐슬(1057-1),신월동 1057-1,서울시  신월동 1057-1,126.840985,37.523514
코아루2단지,신월동 1058,서울시  신월동 1058,126.828631,37.531483
상진지오벨리,신월동 1059,서울시  신월동 1059,126.831341,37.539809
동원데자뷰,신월동 1060,서울시  신월동 1060,126.827905,37.543162
롯데캐슬,신월동 1063,서울시  신월동 1063,126.84761,37.518641
은성마을 승윤노블리안,신월동 1065,서울시  신월동 1065,126.827919,37.540838
삼익플라주행복한마을,신월동 1068,서울시  신월동 1068,126.83644,37.524028
동서,신월동 1069,서울시  신월동 1069,126.84296,37.523083
수명산 그린시아,신월동 1070,서울시  신월동 1070,126.828591,37.543421
스위트드림아파트,신월동 1074,서울시  신월동 1074,126.834387,37.534595
목동센트럴 아이파크위브 1단지,신월동 1075,서울시  신월동 1075,126.835553,37.529452
대운,신월동 109-2,서울시  신월동 109-2,126.832999,37.533599
은성,신월동 110-1,서울시  신월동 110-1,126.833483,37.532342
정원,신월동 113-14,서울시  신월동 113-14,126.835493,37.53256
환희,신월동 123-5,서울시  신월동 123-5,126.834962,37.531041
수명,신월동 12-4,서울시  신월동 12-4,126.827013,37.540865
신월6차보람,신월동 125,서울시  신월동 125,126.834975,37.530257
궁전,신월동 127-1,서울시  신월동 127-1,126.833848,37.53067
태헌(신월프라자),신월동 128,서울시  신월동 128,126.833582,37.531046
태형,신월동 134-17,서울시  신월동 134-17,126.832481,37.532702
라온미브아파트,신월동 138-2,서울시  신월동 138-2,126.830597,37.533098
은하아파트,신월동 140-23,서울시  신월동 140-23,126.830879,37.533893
금하뜨라네,신월동 142-14,서울시  신월동 142-14,126.823837,37.534157
탑건위너스빌,신월동 145-9,서울시  신월동 145-9,126.829654,37.534782
올림푸스(150-1),신월동 150-1,서울시  신월동 150-1,126.824976,37.535096
수명산태승훼미리,신월동 18-17,서울시  신월동 18-17,126.830912,37.54121
코아루1단지,신월동 197-2,서울시  신월동 197-2,126.8295,37.531654
세진,신월동 20-28,서울시  신월동 20-28,126.832897,37.54086
금강,신월동 207-24,서울시  신월동 207-24,126.83361,37.527054
온누리베일리,신월동 207-43,서울시  신월동 207-43,126.833446,37.527467
나산,신월동 217-2,서울시  신월동 217-2,126.834327,37.527503
해주,신월동 217-8,서울시  신월동 217-8,126.834606,37.527037
동도하이츠,신월동 218-12,서울시  신월동 218-12,126.836045,37.52688
신월성원,신월동 222-7,서울시  신월동 222-7,126.833821,37.528057
신월,신월동 230-2,서울시  신월동 230-2,126.835739,37.529121
성호그린,신월동 241-9,서울시  신월동 241-9,126.838199,37.527325
강국,신월동 24-5,서울시  신월동 24-5,126.831997,37.539851
온누리,신월동 29-2,서울시  신월동 29-2,126.825822,37.540366
행복한세상,신월동 29-7,서울시  신월동 29-7,126.825793,37.540051
길훈,신월동 341-1,서울시  신월동 341-1,126.830973,37.523505
신안파크,신월동 350-2,서울시  신월동 350-2,126.829561,37.523365
우정,신월동 350-3,서울시  신월동 350-3,126.828953,37.522458
누리애,신월동 410-10,서울시  신월동 410-10,126.836677,37.524823
에이원,신월동 413-3,서울시  신월동 413-3,126.839879,37.525512
보람쉬움1,신월동 416-1,서울시  신월동 416-1,126.83769,37.524446
탑건위너빌,신월동 418-4,서울시  신월동 418-4,126.836913,37.523447
보아스청와,신월동 422-7,서울시  신월동 422-7,126.838612,37.524067
방주아크빌,신월동 426-3,서울시  신월동 426-3,126.840593,37.524699
성우,신월동 429-1,서울시  신월동 429-1,126.84108,37.523947
타워빌,신월동 433-1,서울시  신월동 433-1,126.839232,37.523452
그린아트빌,신월동 438-4,서울시  신월동 438-4,126.838085,37.521584
상신,신월동 439-25,서울시  신월동 439-25,126.839597,37.521842
삼백,신월동 440-10,서울시  신월동 440-10,126.838816,37.521835
훼미리,신월동 440-9,서울시  신월동 440-9,126.839481,37.522012
상아아름,신월동 447-3,서울시  신월동 447-3,126.841636,37.525286
근상아트프리즘,신월동 45-2,서울시  신월동 45-2,126.826808,37.537367
중흥,신월동 452-14,서울시  신월동 452-14,126.843914,37.526498
덕수펠리체(45),신월동 45-3,서울시  신월동 45-3,126.826959,37.537134
양천 홈타운1차,신월동 456-1,서울시  신월동 456-1,126.848115,37.527026
보람,신월동 457-15,서울시  신월동 457-15,126.84751,37.526641
보람아파트,신월동 457-6,서울시  신월동 457-6,126.847171,37.526584
새롬,신월동 458-1,서울시  신월동 458-1,126.84508,37.526446
양천홈타운2차아파트,신월동 461-5,서울시  신월동 461-5,126.843132,37.525878
신월보성,신월동 465-5,서울시  신월동 465-5,126.84449,37.525855
한우리아파트,신월동 467-2,서울시  신월동 467-2,126.845843,37.52612
태진,신월동 467-3,서울시  신월동 467-3,126.846646,37.526119
대외,신월동 470-1,서울시  신월동 470-1,126.847841,37.526392
양천홈타운3차,신월동 470-26,서울시  신월동 470-26,126.848325,37.525865
서울가든,신월동 475,서울시  신월동 475,126.84864,37.525247
예지보금자리 74차,신월동 480-4,서울시  신월동 480-4,126.845897,37.524823
엘림,신월동 485-11,서울시  신월동 485-11,126.843991,37.524426
성림,신월동 487-1,서울시  신월동 487-1,126.842924,37.523947
신월대림,신월동 491-1,서울시  신월동 491-1,126.845004,37.523337
동양브로미(102동)B,신월동 492-23,서울시  신월동 492-23,126.84583,37.52403
홍익아파트,신월동 494-1,서울시  신월동 494-1,126.846655,37.524092
제일캐슬,신월동 494-8,서울시  신월동 494-8,126.84697,37.5235
리슈리안,신월동 500-21,서울시  신월동 500-21,126.850722,37.523753
우당,신월동 506-1,서울시  신월동 506-1,126.847544,37.522938
나이아가라,신월동 507-3,서울시  신월동 507-3,126.847172,37.522836
두원빌드피아(510-3),신월동 510-3,서울시  신월동 510-3,126.844423,37.522088
스카이캐슬아파트(512-8),신월동 512-8,서울시  신월동 512-8,126.844582,37.520594
해태,신월동 514-3,서울시  신월동 514-3,126.843244,37.521554
이형원앙,신월동 516-7,서울시  신월동 516-7,126.842625,37.521331
삼종레이빌101동,신월동 519-12,서울시  신월동 519-12,126.840546,37.521158
삼종레이빌102동,신월동 519-25,서울시  신월동 519-25,126.840718,37.521015
태산,신월동 520-8,서울시  신월동 520-8,126.839899,37.521323
세제뉴타운,신월동 529-2,서울시  신월동 529-2,126.841258,37.519759
금용,신월동 533-1,서울시  신월동 533-1,126.842285,37.520634
로즈그린타운,신월동 535-7,서울시  신월동 535-7,126.843322,37.519437
신월동로마파빌리온,신월동 538-1,서울시  신월동 538-1,126.841342,37.519418
연흥,신월동 538-4,서울시  신월동 538-4,126.841684,37.519277
길성,신월동 538-6,서울시  신월동 538-6,126.841598,37.51897
은하수,신월동 54-10,서울시  신월동 54-10,126.827383,37.538949
오투힐,신월동 541-1,서울시  신월동 541-1,126.839606,37.519049
흥인아이젠,신월동 545-2,서울시  신월동 545-2,126.840746,37.517763
명산그린빌,신월동 547-1,서울시  신월동 547-1,126.83913,37.518405
세아쎄닛빌,신월동 547-5,서울시  신월동 547-5,126.839439,37.518165
영남타운,신월동 547-7,서울시  신월동 547-7,126.839546,37.517832
당곡,신월동 547-9,서울시  신월동 547-9,126.839729,37.517654
유림웰스빌,신월동 548-1,서울시  신월동 548-1,126.839902,37.516763
삼도(101),신월동 558-3,서울시  신월동 558-3,126.840183,37.516145
삼동5,신월동 559-5,서울시  신월동 559-5,126.841133,37.514676
청남,신월동 56-6,서울시  신월동 56-6,126.829095,37.538741
신안약수,신월동 591-1,서울시  신월동 591-1,126.84754,37.516568
청정,신월동 602-3,서울시  신월동 602-3,126.845393,37.520124
삼구,신월동 604-4,서울시  신월동 604-4,126.846476,37.519567
유림,신월동 604-6,서울시  신월동 604-6,126.845839,37.519804
동방,신월동 607-1,서울시  신월동 607-1,126.846437,37.521387
덕현해밀(101동),신월동 81-5,서울시  신월동 81-5,126.829627,37.536521
덕현해밀(102동),신월동 81-7,서울시  신월동 81-7,126.829908,37.536632
수명산타워빌,신월동 8-2,서울시  신월동 8-2,126.828497,37.542961
청송그린힐,신월동 981-4,서울시  신월동 981-4,126.837031,37.516591
신월시영,신월동 987-1,서울시  신월동 987-1,126.834207,37.51778
이스타팰리스,신정동 1007-11,서울시  신정동 1007-11,126.931667,37.543507
목동신세계아파트,신정동 119-175,서울시  신정동 119-175,126.929894,37.544824
서강GS,신정동 30,서울시  신정동 30,126.931003,37.544033
프리우스,신정동 86-6,서울시  신정동 86-6,126.930781,37.54294
세방리버하이빌,신창동 102,서울시  신창동 102,126.953952,37.535922
장미2,신천동 11,서울시  신천동 11,127.102494,37.519907
잠실아이스페이스,신천동 11-10,서울시  신천동 11-10,127.105373,37.516658
잠실 푸르지오 월드마크,신천동 11-4,서울시  신천동 11-4,127.103576,37.517437
더샵스타리버,신천동 11-8,서울시  신천동 11-8,127.104497,37.517949
한신코아,신천동 11-9,서울시  신천동 11-9,127.104133,37.51627
파크리오,신천동 17,서울시  신천동 17,127.109278,37.521193
장미1,신천동 7,서울시  신천동 7,127.099227,37.518828
더샵스타파크,신천동 7-14,서울시  신천동 7-14,127.102024,37.516696
한빛웰리스,신천동 7-17,서울시  신천동 7-17,127.099518,37.515271
롯데캐슬골드,신천동 7-18,서울시  신천동 7-18,127.100003,37.514437
잠실시그마타워,신천동 7-19,서울시  신천동 7-19,127.102479,37.514554
현대타워,신천동 7-28,서울시  신천동 7-28,127.102473,37.515095
드림하우스,쌍문동 103-231,서울시  쌍문동 103-231,127.032419,37.6454
쌍문리버뷰,쌍문동 103-69,서울시  쌍문동 103-69,127.031129,37.643569
한솔캐스빌,쌍문동 128-2,서울시  쌍문동 128-2,127.029917,37.649614
대웅,쌍문동 13-2,서울시  쌍문동 13-2,127.035631,37.659933
원산,쌍문동 138-33,서울시  쌍문동 138-33,127.031941,37.650829
신동아,쌍문동 139-52,서울시  쌍문동 139-52,127.031038,37.649686
영진,쌍문동 143-52,서울시  쌍문동 143-52,127.033452,37.650508
기용,쌍문동 153,서울시  쌍문동 153,127.034604,37.65432
한양7,쌍문동 158,서울시  쌍문동 158,127.033657,37.655691
대우파크빌,쌍문동 159,서울시  쌍문동 159,127.032302,37.655328
미라보,쌍문동 160,서울시  쌍문동 160,127.031455,37.65506
엘지트윈빌Ⅰ·Ⅱ,쌍문동 19,서울시  쌍문동 19,127.035374,37.658759
동일씨티빌,쌍문동 19-20,서울시  쌍문동 19-20,127.035957,37.659241
청구,쌍문동 195,서울시  쌍문동 195,127.034479,37.659599
금호1,쌍문동 199-1,서울시  쌍문동 199-1,127.033535,37.658951
신원에벤에셀,쌍문동 256,서울시  쌍문동 256,127.028115,37.65742
신일라이프(B동),쌍문동 277-5,서울시  쌍문동 277-5,127.025614,37.651101
동익미라벨,쌍문동 285-5,서울시  쌍문동 285-5,127.02469,37.651562
그린스테이트,쌍문동 311,서울시  쌍문동 311,127.028766,37.650929
신건영주택A,쌍문동 315-20,서울시  쌍문동 315-20,127.030635,37.648404
쌍문금용,쌍문동 321,서울시  쌍문동 321,127.027836,37.649245
금강,쌍문동 357-6,서울시  쌍문동 357-6,127.026179,37.649448
한양1,쌍문동 388-33,서울시  쌍문동 388-33,127.03042,37.64578
삼보,쌍문동 460-8,서울시  쌍문동 460-8,127.021857,37.653296
현대2,쌍문동 50,서울시  쌍문동 50,127.030414,37.659331
성원,쌍문동 53,서울시  쌍문동 53,127.028784,37.658282
현대1,쌍문동 54,서울시  쌍문동 54,127.031082,37.658481
삼익세라믹,쌍문동 56,서울시  쌍문동 56,127.035031,37.657207
성원하이츠A동,쌍문동 574,서울시  쌍문동 574,127.038892,37.657553
성원하이츠(B동),쌍문동 574-1,서울시  쌍문동 574-1,127.039014,37.657708
시그마팰리스,쌍문동 575,서울시  쌍문동 575,127.04006,37.658365
한양2,쌍문동 59,서울시  쌍문동 59,127.031452,37.657033
한양5,쌍문동 59-3,서울시  쌍문동 59-3,127.032124,37.655921
젬스톤타운,쌍문동 594,서울시  쌍문동 594,127.039399,37.657756
한양6,쌍문동 59-5,서울시  쌍문동 59-5,127.029159,37.655627
신라샤르망,쌍문동 600,서울시  쌍문동 600,127.039311,37.657575
동순미,쌍문동 642,서울시  쌍문동 642,127.038067,37.656493
도봉 금강아미움 파크타운,쌍문동 711,서울시  쌍문동 711,127.038128,37.661422
에덴,쌍문동 713,서울시  쌍문동 713,127.039447,37.66018
현대3,쌍문동 719,서울시  쌍문동 719,127.021466,37.651986
극동,쌍문동 721,서울시  쌍문동 721,127.027321,37.651422
염광,쌍문동 722,서울시  쌍문동 722,127.026374,37.648441
신원2,쌍문동 723,서울시  쌍문동 723,127.035686,37.658275
백조,쌍문동 724,서울시  쌍문동 724,127.026292,37.646007
쌍문동삼성래미안,쌍문동 725,서울시  쌍문동 725,127.027857,37.646813
신일라이프,쌍문동 726,서울시  쌍문동 726,127.029395,37.650538
파라다이스빌,쌍문동 727,서울시  쌍문동 727,127.027431,37.656009
북한산월드메르디앙,쌍문동 728,서울시  쌍문동 728,127.013554,37.653812
브라운스톤쌍문,쌍문동 729,서울시  쌍문동 729,127.029223,37.647167
경남,쌍문동 73,서울시  쌍문동 73,127.035177,37.654739
대우파크힐(쌍문동이안),쌍문동 730,서울시  쌍문동 730,127.028963,37.651498
e편한세상,쌍문동 731,서울시  쌍문동 731,127.027411,37.649701
북한산 코오롱 하늘채,쌍문동 732,서울시  쌍문동 732,127.023035,37.648161
솔밭노블리안,쌍문동 733,서울시  쌍문동 733,127.013788,37.655004
풀내음아파트,쌍문동 75-29,서울시  쌍문동 75-29,127.035581,37.654166
신성,쌍문동 88-72,서울시  쌍문동 88-72,127.034451,37.649525
금호2,쌍문동 산69-1,서울시  쌍문동 산69-1,127.029345,37.657007
예미원,아현동 371-1,서울시  아현동 371-1,126.957945,37.554707
혜성,아현동 613-10,서울시  아현동 613-10,126.955733,37.552634
서서울삼성,아현동 692,서울시  아현동 692,126.95902,37.556366
삼환나띠르빌,아현동 732,서울시  아현동 732,126.954404,37.551369
마포트라팰리스2차,아현동 738,서울시  아현동 738,126.95549,37.55219
마포래미안푸르지오2단지,아현동 777,서울시  아현동 777,126.953227,37.553774
애오개아이파크,아현동 780,서울시  아현동 780,126.955987,37.553888
아현아이파크,아현동 802,서울시  아현동 802,126.959316,37.555431
안암동삼성래미안,안암동1가 361,서울시  안암동1가 361,127.023759,37.589275
삼익,안암동3가 135,서울시  안암동3가 135,127.02463,37.581597
대광,안암동3가 136-1,서울시  안암동3가 136-1,127.024836,37.582292
동관아트빌,안암동3가 42-1,서울시  안암동3가 42-1,127.022419,37.58438
안암,안암동4가 23-3,서울시  안암동4가 23-3,127.025734,37.581101
(160-16),안암동5가 160-16,서울시  안암동5가 160-16,127.028749,37.590452
현대홈타운,암사동 400,서울시  암사동 400,127.138895,37.556553
프라이어팰리스,암사동 413,서울시  암사동 413,127.139462,37.55353
롯데캐슬퍼스트,암사동 414-2,서울시  암사동 414-2,127.142101,37.556378
암사동한솔,암사동 419,서울시  암사동 419,127.139909,37.552046
암사e편한세상,암사동 422-26,서울시  암사동 422-26,127.138855,37.551183
대송,암사동 440-4,서울시  암사동 440-4,127.130531,37.555654
다성리버빌,암사동 441-1,서울시  암사동 441-1,127.129991,37.555317
정산(101동),암사동 441-10,서울시  암사동 441-10,127.13038,37.55495
