건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균
한남하이츠, 옥수동 220-1,12층,2020 11 30,"    36,000/         0",87.67,26.5,1982,9931.23665408654,9.202976236125243
태천해오름, 성수동1가 717,5층,2020 11 2,"    44,000/         0",78.35,23.7,2005,15887.580270869716,0.0
대우2, 성수동1가 709,1층,2020 11 5,"    68,000/         0",84.97,25.7,1999,19708.387375702554,6.052745352356248
서울숲한양현대, 성수동1가 707,5층,2020 11 20,"    10,000/       150",84.81,25.7,1999,24115.175634714196,3.6478599221789887
서울숲 대림, 성수동1가 656-234,12층,2020 11 27,"    75,000/         0",84.015,25.4,2000,22169.689758541368,8.543259947958079
금호, 성수동1가 714,15층,2020 11 30,"    57,500/         0",84.98,25.7,2003,23110.672800624867,1.6212710765239948
서울숲 금강아미움, 성수동2가 836,7층,2020 11 1,"    30,000/         0",80.89,24.5,2004,16734.69387755102,7.221350078492936
신성미소지움, 성수동2가 833,7층,2020 11 7,"    38,000/         0",59.4,18.0,2001,20516.521973214883,3.331314354936402
대우1, 성수동2가 279-50,5층,2020 11 9,"    24,150/         0",59.49,18.0,1999,14765.190972222223,10.15625
강변임광, 성수동2가 609-2,5층,2020 11 12,"    40,900/         0",84.77,25.6,2000,15495.6729109116,5.165314226519337
삼익, 성수동2가 223-6,1층,2020 11 14,"    21,000/         0",61.36,18.6,1976,9814.843068875327,0.0
대명루첸, 성수동2가 840,8층,2020 11 21,"    55,600/         0",84.95,25.7,2009,21847.355729708994,0.0
건영, 송정동 90,9층,2020 11 19,"    30,000/        25",59.21,17.9,2000,14389.716666494289,6.628263374127775
중앙하이츠, 용답동 15,17층,2020 11 27,"    45,000/         0",59.74,18.1,1995,12718.24283494475,10.693629143646408
성일우리미, 돈암동 637,1층,2020 11 17,"    38,850/         0",84.95,25.7,2004,16763.132295719846,0.0
돈암동풍림106동(임대), 돈암동 632-1,13층,2020 11 18,"     1,039/        14",32.23,9.7,1999,1493.298969072165,11.798396334478811
돈암동 해피트리, 돈암동 642,2층,2020 11 23,"    63,000/         0",143.13,43.3,2013,18625.50474934816,0.0
성신여대역솔하임, 동소문동5가 15,14층,2020 11 28,"     1,000/        80",14.022,4.2,2018,28874.920862004852,67.82172284183771
삼익, 안암동3가 135,1층,2020 11 11,"    43,000/         0",98.68,29.9,1983,11237.458193979932,3.7160906726124114
안암, 안암동4가 23-3,3층,2020 11 9,"     3,000/        50",62.51,18.9,1969,4488.885018601568,8.55897914721444
보문하우스토리, 보문동4가 116,8층,2020 11 7,"    46,000/         0",82.945,25.1,2011,11783.486709018496,26.488148280163962
이편한세상 보문, 보문동3가 230,12층,2020 11 7,"    46,500/         0",59.663000000000004,18.0,2013,17145.409377104228,8.042991731141733
현대I-PARK, 보문동3가 2,5층,2020 11 23,"    60,000/         0",84.57,25.6,2003,18049.82386613291,10.211022994249674
정릉푸르지오, 정릉동 406,5층,2020 11 19,"    28,000/        57",114.93,34.8,2005,13882.820282204857,11.963188379000025
정릉중앙하이츠아파트, 정릉동 809,16층,2020 11 21,"    20,000/        20",59.26,17.9,1999,10311.676041841936,6.568810019352248
"정릉성원아파트 101동, 102동", 정릉동 1019,9층,2020 11 25,"     7,000/        70",59.94,18.1,2000,11376.746813160258,7.710653537163515
정릉하이츠빌1단지, 정릉동 494,6층,2020 11 27,"    44,000/         0",59.98,18.1,2004,12192.522805282659,13.864734039885061
정릉풍림아이원(임대), 정릉동 239-5,17층,2020 11 30,"     2,058/        21",32.76,9.9,2005,2283.164983164983,13.804713804713806
길음현대, 길음동 1277,16층,2020 11 12,"     9,000/        70",59.98,18.1,2000,14044.408985538936,19.29864947820749
"길음9단지(임대951동~953동,1286-7)", 길음동 1286-7,3층,2020 11 19,"     2,847/        24",33.28,10.1,2010,4903.960396039604,11.881188118811881
노블레스타워, 종암동 3-91,12층,2020 11 9,"    35,000/         0",60.87,18.4,2008,19021.739130434784,0.0
종암선경, 종암동 34-3,17층,2020 11 24,"    16,000/        20",75.5,22.8,1996,12737.573099415204,11.16593567251462
중앙드림빌, 종암동 33-45,2층,2020 11 25,"    27,200/         0",76.73,23.2,2013,11724.137931034484,0.0
아이파크종암동 2차, 종암동 131,12층,2020 11 30,"    40,000/        60",84.73,25.6,2005,16714.490114833712,10.746094821127512
동신주택, 하월곡동 70-4,5층,2020 11 2,"     2,000/        40",56.44,17.1,1985,6704.283159282744,12.865220671056948
광남캐스빌, 하월곡동 90-723,15층,2020 11 5,"    35,000/         0",84.78,25.6,2008,14160.15625,0.0
월곡3에스에이치빌(임대), 하월곡동 225-1,2층,2020 11 17,"     1,681/        18",33.347,10.1,2008,3811.0434120335112,5.635948210205636
동신, 하월곡동 219,7층,2020 11 21,"    39,000/         0",59.88,18.1,1998,12356.10994516108,9.687444305827837
길음 서희스타힐스, 하월곡동 229,10층,2020 11 28,"    47,000/         0",67.44,20.4,2011,12217.718379927352,11.718791354133394
동아에코빌아파트(임대), 상월곡동 101-1,2층,2020 11 27,"     1,209/        15",31.59,9.6,2003,1259.375,15.625
세영아파트, 장위동 233-608,2층,2020 11 26,"    17,500/         0",50.95,15.4,2003,10516.634724101437,0.0
코오롱, 석관동 405,20층,2020 11 7,"    27,300/         0",59.94,18.1,1999,12226.068980144133,4.228561601135069
삼익, 가산동 234-46,8층,2020 11 11,"    35,000/         0",84.69,25.6,1998,12275.984116022097,3.1307550644567215
세진(1037-31), 독산동 1037-31,2층,2020 11 10,"    15,000/         0",84.45,25.5,2005,5882.35294117647,0.0
청광플러스원, 독산동 1139,3층,2020 11 18,"    31,500/         0",84.962,25.7,2003,14234.428800831995,0.0
명도힐스티지, 독산동 962-32,5층,2020 11 19,"    28,300/         0",29.63,9.0,2019,31444.444444444438,0.0
금천롯데캐슬골드파크2차201동202동, 독산동 1150,36층,2020 11 20,"    54,000/         0",84.97,25.7,2017,21289.626138963074,8.496728474229943
상진지오벨리A, 독산동 1017-8,3층,2020 11 21,"    33,000/         0",66.5,20.1,2004,16417.91044776119,0.0
이랜드해가든, 독산동 1143,9층,2020 11 22,"    61,000/         0",84.935,25.7,2008,15603.112840466927,3.190661478599222
진도3차아파트, 독산동 1136,8층,2020 11 24,"    26,000/         0",59.34,18.0,1999,13479.426002766253,2.7777777777777777
독산동아아파트, 독산동 183-1,11층,2020 11 25,"    24,150/         0",59.96,18.1,1997,11944.013299797207,0.0
한아마인드, 독산동 1142,2층,2020 11 28,"    38,000/         0",73.81,22.3,2005,15134.529147982063,0.0
탑스빌, 시흥동 268-46,14층,2020 11 5,"    41,000/         0",79.84,24.2,2002,13481.978879706156,0.0
백운한비치5, 시흥동 962-8,4층,2020 11 9,"     1,000/        65",119.78,36.2,2018,10411.902829615163,2.992633517495396
산호시티빌, 시흥동 999-1,12층,2020 11 17,"     1,000/        50",55.98,16.9,2003,9460.900898319413,11.291913214990139
청우그린, 시흥동 902-7,2층,2020 11 21,"    28,000/         0",74.6,22.6,2004,12389.38053097345,0.0
럭키남서울아파트, 시흥동 1002-1,10층,2020 11 30,"    25,000/         0",49.75,15.0,1982,10191.407327039593,6.805947301676765
현대빌라, 공덕동 11-174,6층,2020 11 2,"    13,000/         0",61.32,18.5,2002,7444.331123576407,0.0
삼성래미안공덕2차, 공덕동 44,10층,2020 11 18,"     4,305/         0",33.73,10.2,2004,2758.823529411765,8.333333333333334
롯데캐슬프레지던트, 공덕동 467,26층,2020 11 21,"    10,000/       600",191.872,58.0,2009,15989.716713318647,34.48275862068966
마포트라팰리스, 도화동 559,6층,2020 11 12,"    40,000/        60",84.02,25.4,2006,20386.14956543875,9.391783058579204
현대2차아파트, 도화동 353-1,10층,2020 11 27,"     3,019/         0",27.72,8.4,2000,2391.290726817042,6.140350877192983
강변한신코아, 마포동 350,7층,2020 11 22,"    34,000/         0",51.48,15.6,1992,14757.707570207569,4.407051282051282
신촌예스빌딩, 노고산동 1-23,7층,2020 11 28,"     3,700/        56",12.57,3.8,2015,13414.321782742834,113.89061125903231
세양청마루, 신수동 451,4층,2020 11 7,"    52,000/         0",57.44,17.4,2003,21584.89991712296,0.0
신촌숲아이파크, 신수동 462,8층,2020 11 17,"    10,000/       230",59.376000000000005,18.0,2019,23686.709797340605,23.66926069505738
마포경남아너스빌, 신수동 456,6층,2020 11 26,"    52,500/         0",84.95,25.7,2007,22692.931258106357,0.0
서강오벨리스크스위트, 창전동 442,5층,2020 11 16,"    49,000/         0",84.96,25.7,2007,17761.151924576046,11.209931443394478
서교푸르지오, 서교동 486,3층,2020 11 3,"    40,000/       100",92.448,28.0,2004,13513.736263736266,23.40659340659341
서교카라, 서교동 485-17,3층,2020 11 3,"     3,000/       150",82.3,24.9,2006,970.5488621151272,58.90227576974564
LuckyVille, 서교동 329-19,1층,2020 11 12,"     3,000/        45",27.59,8.3,2002,4846.321560752815,43.9869773210489
삼익플라주서교1, 서교동 488,1층,2020 11 12,"    34,000/        30",84.84,25.7,2007,13229.571984435797,11.673151750972764
삼성강변, 합정동 400-6,2층,2020 11 6,"    33,000/         0",115.5,34.9,1998,9455.587392550144,0.0
합정한강아파트, 합정동 474,5층,2020 11 23,"    40,000/         0",52.62,15.9,2017,18383.059898464722,16.448959845186263
두영이지안, 합정동 468,5층,2020 11 29,"    45,000/         0",84.36,25.5,2005,13366.950805773797,14.442506781819189
한강그린1차아파트, 망원동 236-2,4층,2020 11 7,"    30,000/         0",56.16,17.0,2011,14592.64532695448,3.2608695652173916
대상3, 망원동 491,2층,2020 11 9,       500/        30,84.9,25.7,2000,15158.884565499355,5.674448767833981
삼성화원, 망원동 494,8층,2020 11 9,"    50,000/         0",89.55,27.1,2002,11070.110701107013,24.600246002460025
대림1, 망원동 496,3층,2020 11 24,"    52,500/         0",114.81,34.7,2002,15297.229915862106,12.970168612191959
뉴서울, 망원동 412-19,1층,2020 11 26,"    36,000/         0",79.77,24.1,2002,14937.759336099585,0.0
대림2, 망원동 497,10층,2020 11 27,"    47,000/         0",84.73,25.6,2002,15993.256474269338,8.89157458563536
미원2, 망원동 433-9,2층,2020 11 27,"    39,000/         0",55.29,16.7,1997,12591.371593677477,17.65355039152011
예지안파크뷰, 망원동 512,13층,2020 11 27,"    65,000/         0",84.71,25.6,2004,19003.7261198946,2.635046113306983
영화블렌하임, 망원동 517,9층,2020 11 28,"    52,500/         0",107.33,32.5,2009,17974.032337089662,0.0
광남캐스빌D, 망원동 465-32,2층,2020 11 30,"    36,000/         0",71.74,21.7,2002,16470.95466387668,0.0
광남캐스빌B, 망원동 465-3,7층,2020 11 30,"    34,500/         0",64.09,19.4,2002,17919.530355097366,0.0
에덴지우, 연남동 239-1,5층,2020 11 17,"    47,250/         0",107.74,32.6,2007,14493.865030674846,0.0
대명, 연남동 259-1,3층,2020 11 25,"    52,000/         0",84.99,25.7,1995,16397.953389664137,12.608980046435667
홍익하이빌, 연남동 493-27,5층,2020 11 29,"    26,000/         0",92.93,28.1,2004,11225.16167637536,8.471627874612949
풍림, 성산동 600,7층,2020 11 11,"    53,000/         0",59.85,18.1,2000,18530.99827170067,8.450217881876897
성산임대아파트, 성산동 595,7층,2020 11 23,"     1,224/        17",25.2,7.6,1991,2662.5,17.763157894736842
가좌행복주택, 성산동 134-2,3층,2020 11 23,"     3,094/        10",16.19,4.9,2016,6014.225404847253,21.92290902374936
블룸에비뉴, 성산동 669,2층,2020 11 28,"    11,000/        60",30.005,9.1,2016,21403.004950646024,28.70131102323517
중동계룡아파트, 중동 391,14층,2020 11 14,"    60,000/         0",84.6,25.6,2000,18029.21455696764,4.649196956889265
건영월드컵, 중동 393,16층,2020 11 18,"    51,000/         0",109.35,33.1,2002,16000.679278314967,4.198035284177605
상암카이저팰리스클래식, 상암동 1641,2층,2020 11 20,"    20,000/       300",118.35,35.8,2010,17741.77921569793,35.67230608714027
순영웰라이빌, 영등포동 648,3층,2020 11 3,"    55,000/         0",84.88,25.7,2002,14384.727626459144,4.985408560311284
영일, 영등포동 618-83,4층,2020 11 9,"    12,000/         0",38.02,11.5,1969,6423.913043478261,16.304347826086957
두산위브, 영등포동 649,7층,2020 11 11,"    50,000/         0",114.08,34.5,2004,17669.751442689136,3.29102050506533
포레나 영등포, 영등포동7가 29-1,5층,2020 11 14,"    67,000/         0",59.89,18.1,2020,29626.85428880583,14.915182058377018
삼환, 영등포동8가 76-1,22층,2020 11 9,"    10,000/       100",59.91,18.1,1999,18715.847523501518,6.8838848014351175
수정, 여의도동 32,7층,2020 11 9,"    47,000/         0",74.55,22.6,1976,12854.159594185716,8.660841912532323
콤비빌딩, 여의도동 61-4,15층,2020 11 10,"    60,000/         6",131.6,39.8,1994,10218.611350238478,19.430485762144055
진로, 당산동1가 16-1,5층,2020 11 21,"    47,250/         0",84.87,25.7,1997,18313.14464826138,8.622189796800692
당산동2차어울림, 당산동3가 563,7층,2020 11 28,"    27,000/        70",84.9651,25.7,2009,17457.846952010375,7.392996108949416
동부센트레빌, 당산동3가 561,21층,2020 11 28,"    67,000/         0",94.75,28.7,2003,19138.981288158317,2.4111415334845643
당산 롯데캐슬 프레스티지, 당산동4가 99,11층,2020 11 12,"    95,000/         0",84.98,25.7,2017,27865.908410655495,3.74139479197845
유원제일, 당산동4가 91,5층,2020 11 12,"    27,000/         0",51.48,15.6,1983,12890.722685342533,6.400809450906101
현대2, 당산동4가 92,7층,2020 11 15,"    34,000/         0",62.6,18.9,1986,16584.299165310626,0.0
현대3, 당산동4가 88,4층,2020 11 30,"    43,000/         0",59.26,17.9,1988,18510.346218057824,2.0922542534487096
당산2차삼성, 당산동4가 94-1,15층,2020 11 30,"    43,000/         0",59.76,18.1,1997,17336.350151557494,12.862147400698621
당산센트럴아이파크, 당산동5가 43,29층,2020 11 23,"     1,300/        30",59.98,18.1,2020,26996.781206347638,13.022196268140062
유탑유블레스, 당산동6가 336-4,6층,2020 11 12,"     1,000/         0",13.7067,4.1,2012,15990.853658536587,69.71544715447155
THE SILK, 당산동 121-132,10층,2020 11 2,"     7,000/        40",20.51,6.2,2013,11290.322580645161,64.51612903225806
조인타운, 당산동 121-205,9층,2020 11 6,"    14,700/         0",18.65,5.6,2013,26250.0,0.0
문래건영, 문래동3가 93-1,7층,2020 11 14,"    37,800/         0",59.4,18.0,1998,17392.424879848873,8.11965811965812
문래동해태, 문래동3가 13,13층,2020 11 18,"    39,000/         0",59.4,18.0,1999,15317.975981323532,5.347349255656907
진주, 문래동5가 22,4층,2020 11 3,"    38,000/         0",117.54,35.6,1984,10641.600705108276,0.0
문래 두산위브, 문래동5가 14,2층,2020 11 4,"    31,500/         0",79.86,24.2,1988,12675.899039535412,7.449184721911994
유원문래, 문래동6가 11-1,11층,2020 11 5,"    40,000/        30",84.98,25.7,1991,15029.182879377433,10.700389105058365
미원, 문래동6가 54,5층,2020 11 26,"    70,000/         0",84.93,25.7,1996,17180.76137649364,6.666666666666666
문래롯데캐슬, 문래동6가 57,14층,2020 11 27,"    25,000/        42",53.75,16.3,2020,13835.084103679816,28.812439959943088
한신공영, 양평동1가 14-1,16층,2020 11 6,"    70,000/         0",84.91,25.7,1996,18247.1945740267,1.149425287356322
양평삼성, 양평동2가 38-1,10층,2020 11 27,"    65,000/         0",114.63,34.7,1998,18136.11425598097,9.206349206349206
삼호, 양평동3가 66,16층,2020 11 18,"    37,275/         0",59.96,18.1,1998,20273.808500118233,0.0
경남, 양평동4가 51-1,16층,2020 11 9,"    40,950/         0",70.94,21.5,2000,19865.154824617755,0.0
수성예술, 양평동4가 196,4층,2020 11 28,"    30,450/         0",75.36,22.8,1993,11972.079589216944,0.0
한성, 신길동 769-1,17층,2020 11 4,"    70,000/         0",134.33,40.6,1997,15871.082964425003,5.664595739192123
루나플라체, 신길동 69-20,6층,2020 11 6,"     1,000/        57",13.42,4.1,2019,15210.991667546548,79.78882905712173
동훈노보빌, 신길동 499,4층,2020 11 19,"    54,000/         0",84.82,25.7,2007,15175.097276264594,6.485084306095979
삼두, 신길동 2-3,7층,2020 11 21,"     3,000/        70",57.87,17.5,1987,11989.63318706624,5.806174957118353
보라매두산위브, 신길동 4497,5층,2020 11 21,"    50,000/         0",84.95,25.7,2005,17014.844776644808,2.1591314942693733
보라매 신동아 파밀리에, 대림동 1125,15층,2020 11 2,"    45,000/         0",84.9,25.7,2016,17284.353868239326,3.7829658452226544
성락, 대림동 687-1,2층,2020 11 7,"    25,000/         0",69.46,21.0,1989,9951.434655808387,0.0
신대림자이1단지, 대림동 1121,12층,2020 11 7,"    47,500/         0",84.41,25.5,2007,18844.72017973856,0.0
성원(1115-1), 대림동 1115-1,2층,2020 11 8,"    24,000/         0",59.79,18.1,1997,11106.59733506662,8.287292817679557
우성1, 대림동 762-1,6층,2020 11 14,"     8,000/        90",83.59,25.3,1985,11542.494928149688,6.20294915050792
문영칸타빌레, 대림동 1061,10층,2020 11 14,"    10,000/       100",96.24,29.1,2001,8040.533492932592,16.582331917884886
신대림 신동아파밀리에, 대림동 1124,9층,2020 11 18,"    48,000/         0",84.9563,25.7,2013,17447.202304503815,1.8158236057068742
코오롱, 대림동 607-1,20층,2020 11 28,"    35,700/         0",59.94,18.1,1998,17445.77462746067,6.266411050952186
신동아, 대림동 777-1,8층,2020 11 28,"     4,000/        80",67.41,20.4,1987,11378.027194376573,5.995044791207479
방배아이파크, 방배동 3277,5층,2020 11 2,"   110,000/         0",125.58,38.0,2006,30178.722206585986,6.4593301435406705
삼환나띠르빌(1002-11), 방배동 1002-11,8층,2020 11 6,"    80,000/         0",92.93,28.1,2003,28469.75088967971,0.0
상지리츠빌7차, 방배동 840-12,4층,2020 11 6,"   110,000/         0",174.37,52.7,2008,26565.46489563567,0.0
한신트리플, 방배동 816-1,12층,2020 11 9,"     1,000/        80",28.81,8.7,2004,12240.478878676811,36.17342883917027
방배디오슈페리움Ⅰ, 방배동 3001-2,7층,2020 11 10,"    71,660/         0",84.46,25.5,2006,29026.868872549017,0.0
신원아침도시, 방배동 987-6,2층,2020 11 11,"    60,000/        80",145.921,44.1,2004,17374.86039191796,9.070294784580499
광해리드빌, 방배동 917-5,3층,2020 11 11,"    75,000/         0",116.11,35.1,2004,21367.521367521367,0.0
방배롯데캐슬로제, 방배동 849-30,3층,2020 11 11,"   185,000/         0",172.27,52.1,2009,29874.030960588367,14.752627101690942
SK리더스뷰(파스텔시티), 방배동 444-3,20층,2020 11 12,"   100,000/         0",84.97,25.7,2006,29516.397998888275,11.117287381878821
방배다움샤인힐, 방배동 806-9,5층,2020 11 13,"     3,000/       730",208.85,63.2,2003,474.6835443037975,115.50632911392405
방배아크로타워, 방배동 923-6,4층,2020 11 14,"    52,500/         0",59.37,18.0,2007,22629.382868641573,16.055989579687314
리치팰리스, 방배동 808-8,1층,2020 11 17,"    90,000/         0",110.27,33.4,2009,26946.107784431137,0.0
삼호3, 방배동 757-3,5층,2020 11 23,"    73,500/         0",181.6,54.9,1976,15040.465209269758,1.8035336049351816
서초이에스에이3차, 방배동 1006-1,5층,2020 11 25,"    56,000/         0",59.4,18.0,2002,29513.888888888887,0.0
방배비젼21빌라트, 방배동 849-2,6층,2020 11 26,"   100,800/         0",183.84,55.6,2000,18129.496402877696,0.0
그린씨티아파트1, 양재동 376-4,2층,2020 11 6,"    48,300/         0",84.25,25.5,2003,18262.86922346704,0.0
양재리본타워, 양재동 102,6층,2020 11 9,"    35,025/         0",59.96,18.1,2014,18205.82797686867,0.0
금강, 양재동 352-13,6층,2020 11 11,"    45,000/         0",83.78,25.3,2003,18445.32279314888,0.0
파크뷰, 양재동 389-2,4층,2020 11 11,"    13,000/        45",43.47,13.1,2002,9923.664122137405,34.35114503816794
마로니에, 양재동 352-7,6층,2020 11 13,"    60,000/         0",84.48,25.6,2002,21744.791666666664,0.0
양재테크노빌, 양재동 286-6,1층,2020 11 14,"    50,000/         0",84.9,25.7,2001,12664.151579911968,2.4752475247524752
현대타운, 양재동 16-28,4층,2020 11 16,       500/        39,81.1,24.5,2005,11608.316966954146,7.959183673469388
동원, 양재동 352-11,4층,2020 11 23,"     5,000/       160",87.98,26.6,2001,11904.761904761905,20.050125313283207
동원그린, 양재동 362-6,6층,2020 11 25,"    55,000/         0",77.28,23.4,2002,20288.80617590295,0.0
서초네이처힐1단지, 우면동 707,1층,2020 11 25,"    50,589/         0",84.73,25.6,2012,19664.55362743157,3.3904051534158333
신사레전드, 잠원동 8-27,4층,2020 11 2,"     5,000/        50",18.2,5.5,2012,9334.574738986505,69.52667430608608
잠원아이비, 잠원동 34-1,5층,2020 11 7,"    53,500/         0",84.99799999999999,25.7,2005,19988.289273726223,9.727626459143968
한신진일빌라트, 잠원동 61,6층,2020 11 12,"   120,000/         0",161.33,48.8,1996,24590.163934426233,0.0
대우아이빌, 잠원동 42-13,3층,2020 11 14,"     1,000/        85",27.07,8.2,2001,16904.313786579572,41.237711671949185
신반포18(49-17), 잠원동 49-17,1층,2020 11 24,"    55,000/         0",51.63,15.6,1983,11140.747797094547,21.632134635230607
신반포7, 잠원동 65-32,6층,2020 11 24,"    78,700/         0",140.04,42.4,1980,19715.168433120714,6.046029442255856
신반포25, 잠원동 61-1,13층,2020 11 26,"    87,000/         0",84.49,25.6,1984,24521.87058615819,11.159663370998116
신반포20, 잠원동 60-78,4층,2020 11 30,"    79,800/         0",143.95,43.5,1983,19118.077324973878,4.075235109717868
선데일, 반포동 612-115,5층,2020 11 4,"   220,000/         0",246.01,74.4,2006,27441.61137308907,0.0
라인, 반포동 70,2층,2020 11 16,"    20,000/        96",59.97,18.1,1995,22824.159523860708,12.898817329455593
해오름, 반포동 78-8,1층,2020 11 17,"    50,000/       100",113.42,34.3,2004,9813.882262861855,52.456047354006536
반포훼미리(103동), 반포동 702-1,4층,2020 11 17,"    68,000/         0",102.09,30.9,2003,20388.349514563106,0.0
산호아파트, 반포동 741-5,3층,2020 11 18,"    41,000/         0",65.14,19.7,2001,18508.99555069144,0.0
반포서래빌, 반포동 87-7,5층,2020 11 20,"    79,000/        50",156.29,47.3,2003,9752.328180884435,39.50906557808283
그랜드빌(100-8), 반포동 100-8,5층,2020 11 25,"   160,000/         0",236.69,71.6,2004,22346.3687150838,0.0
반포훼미리(102동), 반포동 712-19,6층,2020 11 26,"    85,000/         0",84.63,25.6,2003,27424.755184331792,0.0
삼호가든맨션(5차), 반포동 30-1,7층,2020 11 28,"    70,000/         0",98.64,29.8,1986,21203.527391915093,3.3946089284202774
서초자이, 서초동 1444-7,15층,2020 11 1,"   104,000/         0",116.85,35.3,2006,28627.57625100958,0.0
티에스프리우스, 서초동 1625-7,4층,2020 11 2,"    90,000/         0",121.22,36.7,2004,24523.160762942774,0.0
경남아너스빌(1608-8), 서초동 1608-8,5층,2020 11 3,"    82,000/         0",84.92,25.7,2006,31906.61478599222,0.0
서초동롯데캐슬리버티, 서초동 1620-20,12층,2020 11 5,"    70,000/       105",125.79,38.1,2005,26201.68594877667,4.037956793862306
서초한빛삼성, 서초동 1509-1,8층,2020 11 5,"    84,000/         0",99.09,30.0,1999,26388.77611940298,12.93200663349917
현대성우주상복합아파트, 서초동 1316-15,21층,2020 11 7,"   130,000/         0",150.95,45.7,2002,15280.040295820663,22.838798440724606
연우, 서초동 1487-115,9층,2020 11 11,"    40,000/        47",80.2,24.3,2015,21421.12342305876,4.8353909465020575
서초에스케이뷰, 서초동 1521-8,5층,2020 11 11,"    94,500/         0",116.46,35.2,2006,28058.97816954748,0.0
서초아크빌, 서초동 1568-1,11층,2020 11 11,"    20,000/       450",234.11,70.8,2003,9893.664911285317,21.186440677966104
그린월드, 서초동 1508-25,2층,2020 11 12,"    87,000/         0",95.11,28.8,2003,26388.888888888887,0.0
서초동프레스티지아파트, 서초동 1344-4,2층,2020 11 12,"    57,750/         0",56.14,17.0,2017,35683.77949982388,0.0
서초자연인아파트(101동), 서초동 1344-22,6층,2020 11 12,"    24,000/         0",32.72,9.9,2012,16682.9188653644,41.31212826954699
서초2차e-편한세상, 서초동 1529,3층,2020 11 13,"    98,000/         0",116.745,35.3,2005,25452.390415178772,15.18769668680892
초원현대, 서초동 1444-3,8층,2020 11 14,"    65,000/         0",59.76,18.1,1998,30274.02519532803,2.762430939226519
서초타운트라팰리스, 서초동 1327,13층,2020 11 19,"    82,000/         0",82.9,25.1,2006,26476.776875183245,0.0
롯데캐슬메디치, 서초동 1656-4,9층,2020 11 20,"   110,000/         0",124.18,37.6,2010,27708.674304418986,8.205128205128206
서초레몬, 서초동 1600-11,15층,2020 11 21,"    35,000/        30",44.95,13.6,2005,18657.29014055586,25.04662342390537
우정에쉐르, 서초동 1355-24,5층,2020 11 21,"    30,000/       160",82.39,24.9,2004,26109.158785027226,8.176675573890893
풍림아이원플러스, 서초동 1338-1,13층,2020 11 23,"     3,000/        77",27.643,8.4,2004,9823.885846964498,62.24945513145449
서초동에지앙, 서초동 1679-6,2층,2020 11 26,"    70,000/         0",91.84,27.8,2006,13141.804437244908,14.34878587196468
두진한아름, 서초동 1609-6,1층,2020 11 27,"    55,000/         0",59.97,18.1,1995,25429.74560247815,3.7301587301587302
서초금호어울림, 서초동 1467-97,14층,2020 11 28,"    70,000/       150",124.35,37.6,2001,20279.25531914894,19.946808510638295
서초지웰, 서초동 1458-6,11층,2020 11 28,"    73,500/         0",84.74,25.6,2005,32128.90625,2.0182291666666665
한승미메이드, 서초동 1427-7,1층,2020 11 28,"    35,000/       150",108.98,33.0,2004,10606.060606060604,45.45454545454546
서초녹원, 서초동 1666-14,1층,2020 11 28,"    21,000/        60",59.78,18.1,1997,15526.581679815981,27.790915149300254
N-Suite 101동(1511-6), 서초동 1511-6,4층,2020 11 30,"    68,250/         0",120.56,36.5,2004,18698.6301369863,0.0
디아레나 서초, 서초동 1588-5,6층,2020 11 30,"     2,000/       125",27.92,8.4,2020,36356.09978613573,9.65019224768749
서초5차e편한세상, 서초동 1467-62,11층,2020 11 30,"   115,000/         0",158.24,47.9,2005,20111.34307585247,13.685919740199491
서초더샵포레, 내곡동 BL-1,5층,2020 11 2,"   120,000/         0",114.68,34.7,2014,26399.23496201534,6.1845566056484955
하이캐슬101동, 봉천동 1595-14,5층,2020 11 2,"    43,000/         0",83.34,25.2,2002,16522.86713445512,0.0
미소가, 봉천동 39-13,2층,2020 11 6,"     2,000/        20",96.00200000000001,29.0,2007,3903.5464474168607,15.01411216100135
1730-1, 봉천동 1730-1,5층,2020 11 7,"    65,000/         0",59.88,18.1,2019,14949.631317582818,5.976309736225465
노들리안3, 봉천동 1667-13,5층,2020 11 9,"    10,000/        48",22.79,6.9,2015,11568.250335984889,59.150866296175224
동원낙성대, 봉천동 1630-7,4층,2020 11 14,"    40,000/        45",84.95,25.7,2004,20428.01556420234,8.754863813229573
더갤러리테라스, 봉천동 100-20,1층,2020 11 16,"     6,000/        66",55.06,16.7,2016,8007.587309852344,41.49960947669878
새진(1619-27), 봉천동 1619-27,2층,2020 11 16,"    45,000/         0",84.99,25.7,2004,16765.53762412026,0.0
관악위버폴리스, 봉천동 859-17,16층,2020 11 17,"    30,000/       130",107.08,32.4,2010,16902.732150959106,3.9281705948372614
에메랄드103동, 봉천동 41-265,6층,2020 11 17,"    40,000/         0",83.44,25.2,2012,15873.015873015873,0.0
신성새실마을101동, 봉천동 1605-1,6층,2020 11 17,"    10,000/       145",97.23,29.4,2004,11740.840914679124,24.659863945578234
새진8차, 봉천동 180-422,2층,2020 11 18,"    38,000/         0",80.64,24.4,2005,15566.594373923583,0.0
롯데스카이, 봉천동 729-22,12층,2020 11 20,"    61,000/         0",166.39,50.3,1997,11031.894623934619,1.3869625520110955
에메랄드104동, 봉천동 41-274,5층,2020 11 20,"    37,000/         0",83.44,25.2,2012,14285.714285714284,0.0
