건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균,건물형태,보증금평가,월세평가,경도,위도
연일오피스텔,응암동 115-31,3층,2020 12 28,"3,000/25",19.35,5.9,2004,3658.1920903954797,47.74011299435029,오피스텔,적정보증금,고월세,126.9197338,37.59892086
네오라이프,응암동 113-23,9층,2020 12 29,"1,000/60",35.51,10.7,2002,999.2046132431894,54.633127858421155,오피스텔,적정보증금,고월세,126.916453,37.59749831
백명 TRENDY,응암동 111-61,11층,2020 12 30,"1,000/60",37.84,11.4,2003,1754.3859649122805,43.85964912280701,오피스텔,적정보증금,고월세,126.91769029999999,37.59929733
대상오피스텔,역촌동 8-15,2층,2020 12 1,"1,000/30",19.68,6.0,2004,1666.6666666666665,50.0,오피스텔,적정보증금,고월세,126.9161231,37.60881906
그린빌파크,갈월동 53-19,5층,2020 12 23,"1,000/50",23.01,7.0,2004,1428.5714285714291,71.42857142857143,오피스텔,적정보증금,고월세,126.9739337,37.54552788
트윈시티 남산,동자동 56,18층,2020 12 30,"1,000/100",27.43,8.3,2015,1316.7525642548821,127.71491830456621,오피스텔,적정보증금,고월세,126.97278190000002,37.55087117
팔레시움,염창동 283-2,6층,2020 12 23,"1,000/40",18.14,5.5,2012,8858.093126385802,48.29268292682927,오피스텔,적정보증금,고월세,126.8775023,37.547808
모노씨티빌등촌,등촌동 658,3층,2020 12 7,"1,000/49",24.06,7.3,2010,5543.115560238848,44.00245872848612,오피스텔,적정보증금,고월세,126.8511307,37.55742603
우림보보카운티뷰,등촌동 649-14,13층,2020 12 26,"2,000/55",27.36,8.3,2004,5798.165689215639,49.33066265680438,오피스텔,적정보증금,고월세,126.8632494,37.55220647
길훈엔트런스빌,등촌동 78-7,7층,2020 12 28,"2,000/55",27.29,8.3,2004,6946.93668290182,44.60394770571648,오피스텔,적정보증금,고월세,126.85458870000001,37.56089509
	(343-66)	,화곡동 343-66,2층,2020 12 11,500/52,27.31,8.3,2004,602.4096385542167,62.650602409638545,오피스텔,적정보증금,고월세,126.84657220000001,37.53071653
오피스텔(1075-18),화곡동 1075-18,3층,2020 12 12,500/50,27.3,8.3,2002,602.4096385542167,60.240963855421676,오피스텔,적정보증금,고월세,126.84026259999999,37.54085301
화곡팰리스,화곡동 904-3,9층,2020 12 14,"7,000/50",35.68,10.8,2020,9482.465557344784,44.29862229379137,오피스텔,적정보증금,고월세,126.8478101,37.52902431
(1075-5),화곡동 1075-5,6층,2020 12 16,"2,000/40",26.6,8.0,2011,1875.0,50.0,오피스텔,적정보증금,고월세,126.8400971,37.54113582
동양 트레벨 스카이 오피스텔,가양동 1479-8,15층,2020 12 6,"2,000/35",22.08,6.7,2003,6910.34656269458,35.97290410177195,오피스텔,적정보증금,고월세,126.8508774,37.56371298
플래티노,가양동 187-7,3층,2020 12 18,500/58,17.24,5.2,2020,9384.61538461538,78.84615384615384,오피스텔,적정보증금,고월세,126.8409104,37.57019533
휴먼빌,가양동 1479-9,12층,2020 12 25,"1,000/45",25.64,7.8,2004,2179.4871794871797,54.35897435897437,오피스텔,적정보증금,고월세,126.851202,37.56358647
이스타빌2차,가양동 1480-1,2층,2020 12 26,"2,000/43",30.6,9.3,2003,4771.0268991196035,37.48797084531503,오피스텔,적정보증금,고월세,126.8526918,37.56325715
	(677-4)	,역삼동 677-4,10층,2020 12 3,"1,000/65",18.22,5.5,2012,3373.3890630442356,100.34831069313827,오피스텔,적정보증금,고월세,127.04009350000001,37.503258100000004
크레신 타워Ⅱ,역삼동 823-3,4층,2020 12 5,"1,000/60",28.12,8.5,2004,1900.4524886877834,82.3529411764706,오피스텔,적정보증금,고월세,127.03169579999998,37.49842543
amco square 720,역삼동 720-22,4층,2020 12 17,"20,000/0",29.99,9.1,2011,8025.7488432614355,66.1280903435107,오피스텔,적정보증금,고월세,127.041932,37.50133904
역삼SK허브블루,역삼동 831-40,7층,2020 12 29,"1,000/70",28.12,8.5,2004,7803.748386486153,43.52849551035367,오피스텔,적정보증금,고월세,127.0313101,37.49407388
	(46-3)	,청담동 46-3,2층,2020 12 12,500/72,17.73,5.4,2003,7497.830004781344,87.00209643605871,오피스텔,적정보증금,고월세,127.04888829999999,37.51927301
삼성동 롯데캐슬 클라쎄,삼성동 141-10,9층,2020 12 9,"2,000/157",29.37,8.9,2019,9955.134013046165,114.64258089194472,오피스텔,적정보증금,고월세,127.05021090000001,37.50580689
백제24시찜질방인삼사우나,석촌동 15,5층,2020 12 2,"4,000/30",24.3,7.4,2004,4504.5045045045035,49.54954954954955,오피스텔,적정보증금,고월세,127.09898740000001,37.50287646
	(175-6)	,석촌동 175-6,5층,2020 12 31,"2,000/40",19.41,5.9,2004,3546.76710608914,70.9353421217828,오피스텔,적정보증금,고월세,127.105306,37.50538675
송파한화오벨리스크,문정동 622,4층,2020 12 10,"1,000/70",29.96,9.1,2013,1166.7345000678336,83.52326685660019,오피스텔,적정보증금,고월세,127.11969099999999,37.48011197
카펠라오피스텔,월계동 366-3,3층,2020 12 21,"1,000/50",30.0,9.1,2003,3956.0888457947294,37.91208791208792,오피스텔,적정보증금,고월세,127.06025749999999,37.62511170000001
건양오피스텔,공릉동 383-12,5층,2020 12 30,"2,000/35",17.98,5.4,2012,4118.417424869037,59.91981435529822,오피스텔,적정보증금,고월세,127.07162549999998,37.62535489
오피앙,상계동 1258,15층,2020 12 28,"3,000/25",23.37,7.1,2004,3282.3541691651008,45.74511084165032,오피스텔,적정보증금,고월세,127.05488429999998,37.68026837
북한산드림캐슬,번동 448-2,4층,2020 12 5,500/40,24.09,7.3,2003,1826.4840182648404,50.228310502283115,오피스텔,적정보증금,고월세,127.02462779999999,37.63500539
포르텔오피스텔,번동 417-6,10층,2020 12 26,"1,000/55",25.6,7.7,2004,2987.012987012987,59.74025974025975,오피스텔,적정보증금,고월세,127.0295129,37.63784651
쏠라리움타워,수유동 45-1,8층,2020 12 30,"15,500/0",35.0,10.6,2010,7994.855886447818,38.462183089309406,오피스텔,적정보증금,고월세,127.0227024,37.63590127
동광동대문베르빌,신설동 97-8,2층,2020 12 7,500/60,28.31,8.6,2004,2410.710601955638,63.731382283773186,오피스텔,적정보증금,고월세,127.026302,37.57458299
	(89-29)	,신설동 89-29,2층,2020 12 16,500/55,26.7,8.1,2003,8415.731668455559,38.78255450582496,오피스텔,적정보증금,고월세,127.0257014,37.57698479
랜드마크타워1,용두동 100-1,18층,2020 12 2,"5,000/30",28.9,8.7,2004,3882.056064990761,45.71987262182864,오피스텔,적정보증금,고월세,127.03395359999999,37.57780608
리더스빌딩,면목동 633-9,8층,2020 12 3,"1,000/40",19.25,5.8,2007,3656.677127199929,58.55046455713865,오피스텔,적정보증금,고월세,127.0868625,37.57938903
라메즈오피스텔(104-32),상봉동 104-32,6층,2020 12 16,"15,000/0",35.69,10.8,2004,3613.264427217915,38.97502153316107,오피스텔,적정보증금,고월세,127.0873068,37.59476147
효성 써너스빌 에코,망우동 508-2,13층,2020 12 15,"1,000/45",18.5,5.6,2016,5506.72268907563,63.07773109243697,오피스텔,적정보증금,고월세,127.09435479999999,37.597129100000004
엘리어트하우스,신내동 644,3층,2020 12 16,500/45,18.59,5.6,2003,2280.2197802197807,65.99816849816848,오피스텔,적정보증금,고월세,127.09444380000001,37.61548399
더가온 오피스텔,대현동 56-10,10층,2020 12 8,"1,000/75",17.33,5.2,2018,9056.728850676325,101.28890937501751,오피스텔,적정보증금,고월세,126.94495390000002,37.55854846
신촌가이아,대현동 27-20,8층,2020 12 24,"17,000/0",29.04,8.8,2005,6106.750368131443,60.46970414574847,오피스텔,적정보증금,고월세,126.94315690000002,37.55803113
이대프리젠#1,대현동 37-30,6층,2020 12 31,"1,000/65",16.03,4.8,2017,6418.720269556025,118.50169573643412,오피스텔,적정보증금,고월세,126.9441628,37.55807259
경선파인 오피스텔,창천동 97-64,1층,2020 12 20,"7,500/10",20.52,6.2,2004,5181.683351872452,74.34186132740079,오피스텔,적정보증금,고월세,126.9321067,37.561550200000006
건양,개봉동 304-16,1층,2020 1 20,       500/        40,29.34,8.9,2002,561.7977528089888,44.943820224719104,아파트,적정보증금,고월세,126.85455,37.493109999999994
미진주택C동,오류동 12-18,5층,2020 1 18,"     3,000/        55",42.53,12.9,2003,2325.581395348837,42.63565891472868,아파트,적정보증금,고월세,126.842284,37.495784
강남웅진베어스빌,역삼동 838-10,16층,2020 1 29,"     2,000/       130",18.61,5.6,2019,3571.4285714285716,232.14285714285717,아파트,적정보증금,고월세,127.03284199999999,37.49019000000001
강남웅진베어스빌,역삼동 838-10,16층,2020 1 29,"     2,000/       130",18.61,5.6,2019,3571.4285714285716,232.14285714285717,아파트,적정보증금,고월세,127.03284199999999,37.49019000000001
케럿스테이트,논현동 267-18,6층,2020 1 11,"     3,000/       320",99.99,30.2,2004,993.3774834437088,105.96026490066221,아파트,적정보증금,고월세,127.04221299999999,37.512584999999994
원남,석촌동 282-12,6층,2020 1 4,"    10,000/        75",60.57,18.3,2003,5464.48087431694,40.98360655737704,아파트,적정보증금,고월세,127.106361,37.502996
투니온,이문동 256-2,12층,2020 1 30,       500/        45,15.38,4.7,2013,1063.8297872340424,95.7446808510638,아파트,적정보증금,고월세,127.06220400000001,37.60350800000001
하이브빌2,창동 655-7,4층,2020 2 1,       500/        50,13.52,4.1,2013,1219.5121951219514,121.95121951219512,아파트,적정보증금,고월세,127.034374,37.64674
신현(101동),신교동 6-13,3층,2020 2 17,"    20,000/       100",84.82,25.7,2002,7782.101167315176,38.910505836575865,아파트,적정보증금,고월세,126.96786999999999,37.583511
어젤리아 명륜2,명륜2가 8,4층,2020 2 11,"     1,000/        73",33.2389,10.1,2019,990.0990099009905,72.27722772277228,아파트,적정보증금,고월세,126.99949,37.584531
스위트빌(71-1),구의동 71-1,5층,2020 2 8,"     3,000/        40",16.25,4.9,2013,8380.373425966129,72.73122014763351,아파트,적정보증금,고월세,127.090395,37.549324
반포서래 월드메르디앙스칼라아파트 B동,반포동 550-27,6층,2020 2 5,"    30,000/       200",123.08,37.2,2005,8064.5161290322585,53.763440860215034,아파트,적정보증금,고월세,127.001208,37.497351
화천빌리지,반포동 83-10,2층,2020 2 14,"     2,000/       100",57.5,17.4,2002,1149.425287356322,57.471264367816104,아파트,적정보증금,고월세,127.00175,37.494067
신림동이모르젠,신림동 518-19,2층,2020 2 28,"     7,000/       130",84.79,25.6,2003,2734.375,50.78125,아파트,적정보증금,고월세,126.91225800000001,37.485979
푸른솔,상도동 126-18,1층,2020 2 8,"     6,000/       106",84.75,25.6,2003,2343.75,41.40625,아파트,적정보증금,고월세,126.955634,37.492398
승윤노블리안,신사동 19-147,12층,2020 2 2,"     5,000/        70",57.997,17.5,2019,2857.142857142857,40.0,아파트,적정보증금,고월세,126.909269,37.597346
후암,후암동 244-106,1층,2020 2 8,"     5,000/       120",84.11,25.4,2002,1968.5039370078741,47.24409448818897,아파트,적정보증금,고월세,126.978031,37.549152
루체쓰리,화곡동 29-42,7층,2020 2 19,"     2,000/        27",12.0,3.6,2015,6018.518518518518,64.81481481481481,아파트,적정보증금,고월세,126.84798300000001,37.546631
다담센트빌,화곡동 343-41,6층,2020 2 20,"     8,000/        60",52.89,16.0,2010,5000.0,37.5,아파트,적정보증금,고월세,126.846079,37.530646000000004
지석천평대,역삼동 789-29,7층,2020 2 28,"     2,000/       170",59.35,18.0,2003,1340.8958696916811,89.10703897614893,아파트,적정보증금,고월세,127.03566299999999,37.494124
연세리버빌3,청담동 104,7층,2020 2 7,"    50,000/       600",243.21,73.6,1999,6793.478260869565,81.52173913043478,아파트,적정보증금,고월세,127.04808600000001,37.52841
골든빌(99-1),삼성동 99-1,18층,2020 2 6,"    10,000/       700",198.978,60.2,1999,1661.1295681063125,116.27906976744184,아파트,적정보증금,고월세,127.06491799999999,37.517732
로프트원,삼성동 45-6,6층,2020 2 20,"     5,000/       125",45.67,13.8,2002,2906.484713847456,94.55992806516451,아파트,적정보증금,고월세,127.04981299999999,37.512683
매그놀리아(2차),오금동 81-1,2층,2020 2 11,"     7,000/       110",75.28,22.8,2004,3070.175438596491,48.24561403508771,아파트,적정보증금,고월세,127.13247199999999,37.506318
리오파크빌,오금동 49-3,4층,2020 2 17,"     2,500/       130",75.0,22.7,2003,1101.3215859030838,57.26872246696036,아파트,적정보증금,고월세,127.12890800000001,37.503498
한마음,장안동 372-7,7층,2020 2 8,"     2,000/       105",84.63,25.6,2014,781.25,41.015625,아파트,적정보증금,고월세,127.06991799999999,37.5706
어젤리아 명륜1,명륜2가 8-67,10층,2020 3 13,"     1,000/        68",28.6818,8.7,2019,936.4016338937973,69.19643139862575,아파트,적정보증금,고월세,126.999664,37.584216999999995
르트랑시망,평창동 102,2층,2020 3 21,"     5,000/       240",135.17,40.9,2008,1230.5432299998993,60.71216557497461,아파트,적정보증금,고월세,126.97480800000001,37.610096999999996
하이 1 (113-5),신당동 113-5,5층,2020 3 24,"     4,000/        80",56.1,17.0,2000,2352.9411764705883,47.05882352941178,아파트,적정보증금,고월세,127.01761299999998,37.564139000000004
다성이즈빌(50-11),천호동 50-11,5층,2020 3 16,"     5,000/       100",79.53,24.1,2007,2074.688796680498,41.49377593360995,아파트,적정보증금,고월세,127.141171,37.54273900000001
해성,구의동 47-23,2층,2020 3 26,"     3,000/        90",61.3,18.5,2002,1621.6216216216214,48.64864864864865,아파트,적정보증금,고월세,127.09246599999999,37.551196000000004
상왕아파트,하왕십리동 890-103,5층,2020 3 14,"     4,000/       100",55.86,16.9,2002,1775.147928994083,54.43786982248522,아파트,적정보증금,고월세,127.028669,37.56352800000001
퍼시픽56차,방배동 929-4,4층,2020 3 13,"    20,000/       100",83.88,25.4,2004,7874.0157480314965,39.37007874015747,아파트,적정보증금,고월세,126.992354,37.483833000000004
디오엠프리미어,방배동 808-3,4층,2020 3 28,"    10,000/       650",209.39,63.3,2010,1579.7788309636649,102.68562401263823,아파트,적정보증금,고월세,126.992756,37.492666
M_STUDIO,남현동 602-26,8층,2020 3 1,"     3,000/        62",13.7,4.1,2016,7317.073170731708,151.21951219512198,아파트,적정보증금,고월세,126.98081699999999,37.474138
MARKHILLS,흑석동 172-8,2층,2020 3 16,"    10,000/     1,000",244.43,73.9,2009,1353.1799729364004,135.31799729364005,아파트,적정보증금,고월세,126.96046899999999,37.51148900000001
거장메카,응암동 577-28,9층,2020 3 17,"     3,000/        70",32.38,9.8,2019,3061.224489795918,71.42857142857143,아파트,적정보증금,고월세,126.916505,37.591051
SOD빌,동빙고동 1-3,6층,2020 3 13,"    25,000/       250",159.13,48.1,2004,5197.505197505197,51.975051975051976,아파트,적정보증금,고월세,126.99691899999999,37.526311
경동엠파이어시티102동,화곡동 1051-7,7층,2020 3 17,"     1,000/        41",12.05,3.6,2014,2777.777777777778,113.88888888888887,아파트,적정보증금,고월세,126.838822,37.542648
혜성아파트(343-50),화곡동 343-50,8층,2020 3 18,"     1,000/        75",30.99,9.4,2019,1063.8297872340424,79.78723404255318,아파트,적정보증금,고월세,126.84618700000001,37.531737
청솔펠리스(920-16),화곡동 920-16,13층,2020 3 21,       325/        21,15.18,4.6,2012,706.5217391304349,45.65217391304349,아파트,적정보증금,고월세,126.841812,37.530018
청솔펠리스(920-16),화곡동 920-16,13층,2020 3 21,       325/        21,15.18,4.6,2012,706.5217391304349,45.65217391304349,아파트,적정보증금,고월세,126.841812,37.530018
삼성월드타워,삼성동 3-1,11층,2020 3 4,"     3,000/       230",84.20200000000001,25.5,1997,1174.1727941176468,84.16053921568627,아파트,적정보증금,고월세,127.044063,37.517367
이움빌라,논현동 229-13,5층,2020 3 25,"    13,000/       210",101.07,30.6,2005,4248.366013071895,68.62745098039215,아파트,적정보증금,고월세,127.03407800000001,37.509194
청재제일타운,용두동 785,2층,2020 3 16,"     6,000/       100",83.76,25.3,2005,2371.5415019762845,39.52569169960474,아파트,적정보증금,고월세,127.03165800000001,37.575699
청솔아파트B동,장안동 372-16,8층,2020 3 13,"     6,000/        70",59.93,18.1,2015,3314.9171270718225,38.67403314917127,아파트,적정보증금,고월세,127.070163,37.570908
UPPER HOUSE 2,방배동 12-5,1층,2020 4 9,"    40,000/     1,000",244.72,74.0,2014,5405.405405405405,135.13513513513513,아파트,적정보증금,고월세,126.99262399999999,37.49572
우면파크아파트,양재동 385-9,4층,2020 4 4,"    13,000/       120",74.52,22.5,2003,5777.777777777778,53.33333333333333,아파트,적정보증금,고월세,127.048419,37.470106
온누리,신림동 1423-8,4층,2020 4 29,       500/        47,16.78,5.1,2013,1495.0980392156866,120.5392156862745,아파트,적정보증금,고월세,126.930504,37.486244
삼성루첸시아,삼성동 64-6,3층,2020 4 2,"    20,000/       160",83.52,25.3,2007,7905.138339920948,63.24110671936759,아파트,적정보증금,고월세,127.05270800000001,37.517193
삼성동헤렌하우스2(82-1),삼성동 82-1,3층,2020 4 22,"    20,000/     1,000",244.62,74.0,2010,2702.7027027027025,135.13513513513513,아파트,적정보증금,고월세,127.061007,37.519368
요진보네르,논현동 46-3,1층,2020 4 29,"    30,000/       300",129.24,39.1,2003,7672.634271099742,76.72634271099744,아파트,적정보증금,고월세,127.022966,37.513068
엘리시아,평창동 66-1,5층,2020 5 18,"     1,000/       270",213.07,64.5,2009,155.03875968992247,41.860465116279066,아파트,적정보증금,고월세,126.97584499999999,37.609629
멘토하우스,길동 383-4,2층,2020 5 21,"     3,000/        50",36.7,11.1,2012,2122.314622314622,46.66204666204665,아파트,적정보증금,고월세,127.13696599999999,37.539392
동구햇살아파트,천호동 567,5층,2020 5 26,"    10,000/       100",91.16,27.6,2002,3623.188405797101,36.23188405797101,아파트,적정보증금,고월세,127.14086,37.54813400000001
방배아트 e-편한세상 106,방배동 486-8,4층,2020 5 8,"    20,000/       110",74.87,22.6,2005,8849.557522123894,48.672566371681405,아파트,적정보증금,고월세,126.992259,37.474928999999996
네스코,방배동 956-8,3층,2020 5 19,"     7,000/       180",94.64,28.6,2002,8813.519813519813,36.13053613053613,아파트,적정보증금,고월세,126.98621200000001,37.48314
월드빌라트(798-5),방배동 798-5,1층,2020 5 25,"    80,000/       250",201.71,61.0,1996,8606.55737704918,56.55737704918032,아파트,적정보증금,고월세,126.99631200000002,37.493958
혜당,후암동 244-143,3층,2020 5 29,"     5,000/       130",83.13,25.1,2011,1992.03187250996,51.79282868525896,아파트,적정보증금,고월세,126.978649,37.549490999999996
마크힐스이스트윙,청담동 130-7,9층,2020 5 19,"    50,000/     1,500",192.86,58.3,2010,8576.329331046312,257.2898799313893,아파트,적정보증금,고월세,127.05533100000001,37.524513
삼성동신도브래뉴,삼성동 121-38,5층,2020 5 9,"    15,000/       280",131.225,39.7,2010,3778.3375314861455,70.52896725440806,아파트,적정보증금,고월세,127.05336000000001,37.510333
그랜빌캐슬,문정동 70-16,2층,2020 5 5,"    20,000/       100",87.67,26.5,2003,7547.169811320754,37.735849056603776,아파트,적정보증금,고월세,127.12512199999999,37.482898999999996
건우그린,창천동 359,5층,2020 5 2,"     2,000/       130",80.0,24.2,2003,826.4462809917356,53.71900826446282,아파트,적정보증금,고월세,126.92867199999999,37.560618
은하수,신월동 54-10,7층,2020 6 9,"     4,000/        65",59.9,18.1,2004,2209.9447513812147,35.911602209944746,아파트,적정보증금,고월세,126.82738300000001,37.538949
신원리브웰 화양동 주상복합,화양동 111-88,5층,2020 6 11,"     4,000/        60",20.665,6.3,2019,9056.956115779643,96.63865546218487,아파트,적정보증금,고월세,127.073725,37.545671
신원리브웰 화양동 주상복합,화양동 111-88,5층,2020 6 11,"     4,000/        60",20.665,6.3,2019,9056.956115779643,96.63865546218487,아파트,적정보증금,고월세,127.073725,37.545671
두영이지안,공덕동 468,8층,2020 6 26,"     8,000/       100",84.69,25.6,2008,3125.0,39.0625,아파트,적정보증금,고월세,126.961894,37.549895
(371-10),합정동 371-10,8층,2020 6 11,"     3,000/       100",72.26,21.9,2002,1369.86301369863,45.662100456621005,아파트,적정보증금,고월세,126.913521,37.547053999999996
현대그린,망원동 464-5,3층,2020 6 19,"     5,000/       100",80.88,24.5,2003,2040.8163265306125,40.81632653061224,아파트,적정보증금,고월세,126.898742,37.56091
신호,방배동 537-9,5층,2020 6 16,       800/       100,82.71,25.0,2001,320.0,40.0,아파트,적정보증금,고월세,126.98988100000001,37.478531
UPPERHOUSE,방배동 12-1,1층,2020 6 25,"    10,000/     1,100",241.1,72.9,2012,1371.742112482853,150.89163237311385,아파트,적정보증금,고월세,126.992778,37.496063
제이타워3,대조동 4-14,7층,2020 6 19,       500/        43,12.07,3.7,2012,1671.1711711711712,124.32432432432432,아파트,적정보증금,고월세,126.927921,37.611429
마이유,응암동 119-29,13층,2020 6 24,"    20,000/       100",84.43,25.5,2009,7843.137254901962,39.2156862745098,아파트,적정보증금,고월세,126.917825,37.595298
행복이꽃피는집,화곡동 24-132,6층,2020 6 22,"    15,000/         0",33.22,10.0,2014,9669.77466977467,38.46153846153846,아파트,적정보증금,고월세,126.845757,37.545636
(828-76),역삼동 828-76,5층,2020 6 9,"     5,000/       170",70.39,21.3,2005,6836.394182085979,75.2151799687011,아파트,적정보증금,고월세,127.033077,37.49740900000001
케이씨빌,논현동 104-23,3층,2020 6 25,"    20,000/       180",113.77,34.4,2004,5813.9534883720935,52.32558139534884,아파트,적정보증금,고월세,127.038692,37.51899
예그리나(2동),문정동 68-13,6층,2020 6 17,"     5,000/       100",74.26,22.5,2005,2222.222222222222,44.444444444444436,아파트,적정보증금,고월세,127.12586200000001,37.483391
형인휴아름,수유동 732,6층,2020 6 11,"     2,000/       100",73.3,22.2,2013,900.9009009009008,45.04504504504504,아파트,적정보증금,고월세,127.02218799999999,37.638395
KY TOWER,용두동 233-23,9층,2020 6 24,"     3,000/        60",19.93,6.0,2017,5833.333333333332,98.33333333333331,아파트,적정보증금,고월세,127.028341,37.577436999999996
CNHHome,전농동 103-106,2층,2020 6 24,"     1,000/        60",20.94,6.3,2013,6349.20634920635,60.84656084656085,아파트,적정보증금,고월세,127.05256999999999,37.583554
삼성,묵동 161-4,5층,2020 6 11,"     5,000/        60",54.6,16.5,1991,3030.3030303030296,36.36363636363636,아파트,적정보증금,고월세,127.078823,37.616839
메이즈,대신동 144,3층,2020 6 28,"     3,000/        35",16.69,5.0,2013,6000.0,70.0,아파트,적정보증금,고월세,126.945777,37.566863
성내동 로이하우스,성내동 11-14,7층,2020 7 31,"     5,000/        80",47.62,14.4,2018,1748.1800766283523,41.570881226053636,아파트,적정보증금,고월세,127.126632,37.536667
제니스빌,도선동 132,5층,2020 7 9,"     1,000/        55",14.29,4.3,2014,2325.581395348837,122.09302325581396,아파트,적정보증금,고월세,127.034433,37.563287
공덕삼성아파트,공덕동 371-1,3층,2020 7 10,"     3,633/         0",32.77,9.9,1999,3266.666666666667,68.68686868686868,아파트,적정보증금,고월세,126.95088700000001,37.547977
리스빌,당산동 121-43,11층,2020 7 18,"     3,000/        45",12.87,3.9,2012,8974.358974358975,108.97435897435898,아파트,적정보증금,고월세,126.907191,37.53106500000001
현대테라하임101동,양재동 11-120,6층,2020 7 29,"    15,000/       350",189.04,57.2,2006,3933.5664335664337,62.06293706293706,아파트,적정보증금,고월세,127.03674199999999,37.483257
성광빌딩,신도림동 309-6,8층,2020 7 7,"     3,000/        50",36.96,11.2,2002,2678.5714285714294,44.64285714285715,아파트,적정보증금,고월세,126.884451,37.51121
베로니스,갈현동 468-5,4층,2020 7 21,"    14,000/        70",52.1,15.8,2017,6962.025316455696,47.46835443037974,아파트,적정보증금,고월세,126.916147,37.612655
오투빌(파크앤스위트),역삼동 830-46,4층,2020 7 1,"     5,000/       200",80.75,24.4,2003,2077.4448841153194,83.38044092707746,아파트,적정보증금,고월세,127.032646,37.494811
노블스위트,역삼동 747,6층,2020 7 30,"    20,000/       120",82.35,24.9,2003,8032.128514056226,48.19277108433735,아파트,적정보증금,고월세,127.03731299999998,37.496038
삼성그랑빌,삼성동 150-20,4층,2020 7 25,"    10,000/       200",100.8,30.5,2005,4918.032786885246,57.377049180327866,아파트,적정보증금,고월세,127.054971,37.510859
주성아우라,이문동 254-40,9층,2020 7 16,       500/        40,13.263,4.0,2013,8108.172227207222,59.183457051961824,아파트,적정보증금,고월세,127.06182,37.604279999999996
나영힐빌리지,홍은동 265-364,2층,2020 7 1,"     3,000/       180",134.97,40.8,2004,735.2941176470587,44.11764705882353,아파트,적정보증금,고월세,126.935202,37.582977
버넷하임1,숭인동 1421,12층,2020 8 4,"     4,000/        40",17.93,5.4,2013,7407.407407407407,74.07407407407406,아파트,적정보증금,고월세,127.02236599999999,37.573747999999995
버넷하임1,숭인동 1421,12층,2020 8 4,"     4,000/        40",17.93,5.4,2013,7407.407407407407,74.07407407407406,아파트,적정보증금,고월세,127.02236599999999,37.573747999999995
리마크빌 동대문,흥인동 86,15층,2020 8 6,"     1,000/        88",24.96,7.6,2016,1510.1043748612037,114.57916944259381,아파트,적정보증금,고월세,127.016672,37.566006
리마크빌 동대문,흥인동 86,15층,2020 8 6,"     1,000/        88",24.96,7.6,2016,1510.1043748612037,114.57916944259381,아파트,적정보증금,고월세,127.016672,37.566006
어바니엘,천호동 452-22,6층,2020 8 18,"     1,000/        57",13.4433,4.1,2019,2397.519983603198,153.2393933183029,아파트,적정보증금,고월세,127.128731,37.53816
어바니엘,천호동 452-22,6층,2020 8 18,"     1,000/        57",13.4433,4.1,2019,2397.519983603198,153.2393933183029,아파트,적정보증금,고월세,127.128731,37.53816
데쟈뷰아파트,구의동 45-11,5층,2020 8 20,"     5,000/        70",62.67,19.0,2006,2631.578947368421,36.84210526315789,아파트,적정보증금,고월세,127.09436799999999,37.550201
블루빌,하왕십리동 890-446,5층,2020 8 25,"     8,000/        70",41.33,12.5,2014,5565.343687086569,78.81880931837793,아파트,적정보증금,고월세,127.02761699999999,37.563411
kcc웰츠,신공덕동 171,12층,2020 8 4,"     5,000/       350",118.31,35.8,2011,9550.868155264334,63.74110235124175,아파트,적정보증금,고월세,126.952215,37.542808
월드빌,양재동 20-18,3층,2020 8 3,"     3,000/       160",74.96,22.7,2002,8284.111337192075,46.45305308073723,아파트,적정보증금,고월세,127.039245,37.479349
가야위드안,신림동 1426-7,5층,2020 8 12,"     1,000/        80",37.38,11.3,2020,884.9557522123894,70.79646017699116,아파트,적정보증금,고월세,126.930121,37.486962
YJ빌딩,신림동 1433-17,6층,2020 8 19,"     6,000/        35",18.6,5.6,2015,8850.097001441845,66.80756785032176,아파트,적정보증금,고월세,126.928578,37.484956
서교아르체빌,대조동 4-5,11층,2020 8 14,"     3,000/        70",32.11,9.7,2013,5314.161692892023,59.17525773195877,아파트,적정보증금,고월세,126.92804,37.611808
뉴월드(402-42),응암동 402-42,6층,2020 8 27,"     6,000/        90",79.92,24.2,2005,2479.3388429752067,37.1900826446281,아파트,적정보증금,고월세,126.92010900000001,37.5924
위산 엘리시움,역촌동 17-28,10층,2020 8 14,"    10,000/        75",54.48,16.5,2015,6060.606060606059,45.45454545454546,아파트,적정보증금,고월세,126.92160600000001,37.605614
신후암,후암동 244-86,2층,2020 8 31,"     3,000/        80",61.85,18.7,1971,1604.2780748663104,42.78074866310161,아파트,적정보증금,고월세,126.97780800000001,37.549754
현대안성타워,한남동 737-28,11층,2020 8 17,"     3,000/       150",82.98,25.1,1998,1195.2191235059759,59.760956175298794,아파트,적정보증금,고월세,126.99788799999999,37.535104
뉴캐슬하우스,한남동 684-82,1층,2020 8 28,"    20,000/       160",79.76,24.1,2003,4243.865782337374,80.43911523507695,아파트,적정보증금,고월세,127.00086200000001,37.5344
팔라이스타워,화곡동 919-2,6층,2020 8 25,"     1,000/        40",16.48,5.0,2012,7888.7299771167045,66.75114416475972,아파트,적정보증금,고월세,126.844086,37.53005
