가게,주소,도로명주소,경도,위도,입지요건
스타벅스 목동파리공원점,목동 907-18,서울 양천구 목동동로 377,126.87885349999999,37.53533786,스타벅스
스타벅스 종로구청,수송동 156,서울 종로구 삼봉로 71,126.9811378,37.57267965,스타벅스
스타벅스 구로하이엔드점,구로동 235-2,서울 구로구 디지털로26길 5 에이스 하이엔드 타워,126.8934824,37.48161149,스타벅스
스타벅스 성수이마트,성수동2가 333-16,서울 성동구 뚝섬로 379,127.05353649999999,37.53996409,스타벅스
스타벅스 포스코사거리,삼성동 157-36,서울 강남구 테헤란로 505 화진빌딩,127.0574409,37.50756902,스타벅스
스타벅스 대한극장점,필동2가 19-1,"서울 중구 퇴계로 212 1,2층",126.99534469999999,37.56108492,스타벅스
스타벅스 경기대점,충정로2가 191,서울 서대문구 충정로 53 유원골든타워102호,126.96463359999998,37.56375181,스타벅스
스타벅스 타임스퀘어R점,영등포동4가 442,서울 영등포구 영중로 15,126.90364199999999,37.51721812,스타벅스
스타벅스 타임스퀘어점,영등포동4가 442,서울 영등포구 영중로 15 2층,126.90364199999999,37.51721812,스타벅스
스타벅스 미아이마트점,길음동 864-9,서울 성북구 도봉로 17,127.029857,37.61085222,스타벅스
스타벅스 묵동이마트점,묵동 170-1,서울 중랑구 동일로 932 지하1층,127.0775146,37.61381914,스타벅스
스타벅스 을지로삼화타워점,을지로2가 204,서울 중구 을지로5길 16 삼화타워 1층,126.98490690000001,37.56694956,스타벅스
스타벅스 롯데캐슬여의도점,여의도동 36,서울 영등포구 의사당대로 127 롯데캐슬 엠파이어 1층 104호,126.92638500000001,37.52024787,스타벅스
스타벅스 목동트라팰리스점,목동 962,서울 양천구 오목로 299,126.87031409999999,37.52556287,스타벅스
스타벅스 현대목동점,목동 916,서울 양천구 목동동로 257 현대백화점 목동점 지하 2층,126.87447399999999,37.52650318,스타벅스
스타벅스 봉은사역점,삼성동 108-6,서울 강남구 봉은사로 619,127.0631257,37.51502734,스타벅스
스타벅스 마포이마트점,신공덕동 173,서울 마포구 백범로 212 대우월드마크 공덕이마트2층,126.9533868,37.54242181,스타벅스
스타벅스 천호사거리점,천호동 431-4,서울 강동구 올림픽로 651,127.1233634,37.5397522,스타벅스
스타벅스 중화역점,중화동 306-71,"서울 중랑구 봉화산로 35 1,2층",127.0783195,37.60181611,스타벅스
스타벅스 명동메트로점,을지로2가 199-33,서울 중구 명동9가길 14 메트로호텔 1층,126.9837297,37.56513579,스타벅스
스타벅스 순화동에이스점,순화동 1-170,서울 중구 통일로 92 1층,126.96922250000001,37.56359507,스타벅스
스타벅스 태평로점,태평로2가 69-7,서울 중구 세종대로 72 대영빌딩 1층,126.97679479999998,37.56249444,스타벅스
스타벅스 연대점,창천동 33-9,"서울 서대문구 연세로 35 2,3,4층",126.9367122,37.55872731,스타벅스
스타벅스 남산단암점,남대문로5가 120,서울 중구 소월로 10 단암빌딩,126.9754101,37.55854303,스타벅스
스타벅스 소공로점,소공동 70,서울 중구 남대문로7길 19 삼영빌딩 1층,126.9807778,37.56377099,스타벅스
스타벅스 을지로국제빌딩점,다동 111,서울 중구 남대문로 109,126.98224669999999,37.56698518,스타벅스
스타벅스 신사역성일빌딩점,논현동 18-4,서울 강남구 강남대로 584 성일빌딩 1층,127.0206175,37.51393698,스타벅스
스타벅스 포스코점,대치동 942-5,서울 강남구 삼성로86길 7 1층,127.0579446,37.50577366,스타벅스
스타벅스 마리오아울렛점,가산동 60-20,서울 금천구 벚꽃로 266 마리오 3관1층,126.88510320000002,37.47845055,스타벅스
토즈모임센터 강남역토즈타워점,역삼동 827-3,서울 강남구 강남대로84길 24-4 강남역 3번출구,127.0305865,37.496727899999996,스터디룸
토즈모임센터 홍대점,연남동 567-42,서울 마포구 연남로 13 영상빌딩 3층,126.9227841,37.56085102,스터디룸
토즈모임센터 종로점,종로2가 84-8,서울 종로구 종로 68 대한기독교서회빌딩 5층,126.9849384,37.56989842,스터디룸
토즈모임센터 강남2호점,서초동 1303-34,서울 서초구 강남대로 459 백암빌딩 3층,127.02420890000002,37.50302238,스터디룸
토즈모임센터 선릉점,대치동 890-34,서울 강남구 테헤란로70길 14-8 세왕빌딩 9층,127.05280090000001,37.50464963,스터디룸
토즈모임센터 서울대입구점,봉천동 869-10,서울 관악구 남부순환로 1808 관악센츄리타워 2층,126.95091770000002,37.48108799,스터디룸
토즈모임센터 광화문점,신문로1가 25,서울 종로구 새문안로 89 정우빌딩 6층 601호,126.9745307,37.57048598,스터디룸
토즈모임센터 강남구청역점,논현동 118-15,"서울 강남구 학동로 335 다른타워 9,10층",127.0396511,37.5169881,스터디룸
토즈모임센터 양재점,양재동 11-2,서울 서초구 남부순환로 2606 금정빌딩 8층,127.03568840000001,37.48445262,스터디룸
토즈모임센터 압구정센터,신사동 608-13,"서울 강남구 압구정로34길 32 성우에이치 3,4층",127.03050449999999,37.52602157,스터디룸
토즈모임센터 건대점,화양동 48-5,서울 광진구 아차산로 207 선일빌딩 5층,127.066731,37.54151929,스터디룸
토즈모임센터 역삼점,역삼동 668-5,서울 강남구 논현로98길 6 신화빌딩 2층,127.0363105,37.50342458,스터디룸
토즈모임센터 강남컨퍼런스점,서초동 1305-1,서울 서초구 강남대로 441 서산빌딩 9층,127.0252777,37.50173628,스터디룸
토즈모임센터 신촌본점,창천동 18-55,서울 서대문구 연세로 10-1 즐거운빌딩 4층,126.93712250000002,37.55648945,스터디룸
토즈모임센터 신촌비즈센터,노고산동 106-5,서울 마포구 서강로 136 아이비타워 15층,126.93578059999999,37.55405237,스터디룸
토즈모임센터 신천점,잠실동 175-14,서울 송파구 올림픽로 92 10층,127.08081640000002,37.51146125,스터디룸
토즈모임센터 삼성점,삼성동 169-1,서울 강남구 테헤란로103길 14 3층,127.064319,37.51038127,스터디룸
토즈모임센터 혜화점,동숭동 1-131,서울 종로구 동숭길 25 3층,127.0035896,37.57990677,스터디룸
토즈모임센터 신반포점,반포동 18-3,서울 서초구 반포대로 287 래미안퍼스티지 중심상가 5층,127.00107560000001,37.50434489,스터디룸
토즈모임센터 수서점,수서동 589-3,서울 강남구 광평로34길 30,127.0941212,37.48218015,스터디룸
토즈모임센터 아트레온점,창천동 20-25,서울 서대문구 신촌로 129 아트레온 14층,126.9402758,37.55656601,스터디룸
삼경교육센터,동자동 43-56,서울 용산구 한강대로 391 센트럴프라자 3~7층,126.97236969999999,37.55328636,스터디룸
초심스터디카페 대치학원가사거리점,대치동 941-18,"서울 강남구 삼성로 301 지하 03, 04호",127.06039309999998,37.49910587,스터디룸
노블스터디카페 강남점,역삼동 817-23,서울 강남구 테헤란로1길 28-14 씨티타워 2층 201호,127.02852790000001,37.50036674,스터디룸
영스스터디카페,창천동 72-32,서울 서대문구 신촌로 59,126.9331636,37.55673467,스터디룸
코지모임공간 강남역2호점,서초동 1321-5,서울 서초구 서운로 142-4 재전빌딩 6층,127.02492190000001,37.49611442,스터디룸
연남장,연희동 218-15,서울 서대문구 연희로5길 22 지하1층~3층,126.9275835,37.56433128,스터디룸
누구나,관철동 45-1,서울 종로구 우정국로2길 21 11층,126.98428329999999,37.56970174,스터디룸
시간공방 종로점,관철동 45-1,서울 종로구 우정국로2길 21 대왕빌딩 6층,126.98428329999999,37.56970174,스터디룸
르하임스터디카페 대방역점,대방동 341-4,서울 동작구 여의대방로 286 5층,126.9255091,37.5119945,스터디룸
타임레서피스터디룸,서교동 375-46,서울 마포구 양화로15길 17 도원빌딩 2층,126.91902320000001,37.55454452,스터디룸
스페이스 엠,서교동 375-46,서울 마포구 양화로15길 17 도원빌딩 4층,126.91902320000001,37.55454452,스터디룸
강남꿈틀스터디룸,역삼동 649-2,서울 강남구 강남대로94길 34 지하 1층,127.0300139,37.49974766,스터디룸
르하임스터디카페 숙대점,청파동3가 111-9,서울 용산구 청파로47길 49 캠퍼스프라자 2층,126.96755790000002,37.54458559,스터디룸
상연재,정동 3-7,서울 중구 세종대로19길 16 성공회빌딩본관 2층,126.9757092,37.56682504,스터디룸
구룡마을상황실,개포동 571-1,서울 강남구 양재대로 478,127.06427749999999,37.47660102,스터디룸
이지스터디 강남점,역삼동 819-2,서울 강남구 강남대로94길 18 삼행빌딩 2층,127.0288388,37.49935008,스터디룸
슈퍼스타트,서교동 364-31,서울 마포구 와우산로21길 29,126.92236880000002,37.55217746,스터디룸
씨맥스,역삼동 817-29,서울 강남구 테헤란로1길 28-11,127.0282608,37.50055446,스터디룸
윙스터디 강남역점,서초동 1316-28,서울 서초구 서초대로73길 7 우송빌딩 지하2층,127.0252756,37.49813212,스터디룸
프레쉬스터디카페 종로본점,관철동 7-1,서울 종로구 삼일대로 391 7층,126.9873811,37.5694833,스터디룸
르하임스터디카페 송파점,송파동 143-2,서울 송파구 가락로 209 사이언스빌딩 301호,127.116161,37.50719583,스터디룸
엘스터디카페,,서울 서대문구 창천동 72-34 2층,126.9330814,37.55684699,스터디룸
비에이블스터디카페 공릉센터,공릉동 408-6,서울 노원구 공릉로43길 1 대상빌딩 5층,127.0793213,37.62612185,스터디룸
위드스페이스,충정로2가 2-2,서울 서대문구 통일로 135 충정빌딩 4층,126.9654639,37.56642534,스터디룸
코지모임공간 교대점,서초동 1674-4,서울 서초구 서초대로 320 3층,127.016574,37.49421666,스터디룸
고릴라스페이스,역삼동 620,서울 강남구 봉은사로18길 85 2층,127.0278459,37.501236999999996,스터디룸
덤보스터디카페,서교동 376-15,서울 마포구 잔다리로 62-1 1층,126.9176119,37.55349704,스터디룸
그레이프라운지 강남,서초동 1308-24,"서울 서초구 서초대로73길 38 2, 3층",127.02455929999999,37.50068732,스터디룸
작심스터디카페 서울대입구역점,봉천동 852-4,"서울 관악구 남부순환로 1833 2, 3층",126.95385149999998,37.48112626,스터디룸
랭스터디카페 신림점,신림동 1428-23,서울 관악구 신림로 376 2층,126.9289325,37.48791053,스터디룸
제일스터디카페,노량진동 83-10,서울 동작구 노량진로14길 33 지하1층,126.94271499999999,37.51220523,스터디룸
위넌스터디카페 미아점,미아동 202-12,서울 강북구 도봉로 247 3층,127.0241723,37.63046293,스터디룸
초심스터디카페 강남역점,역삼동 819-9,서울 강남구 강남대로92길 13 5층,127.02845649999999,37.49904182,스터디룸
비에이블스터디카페 반포센터,반포동 53-3,서울 서초구 고무래로10길 17 정산빌딩 1층,127.01044309999999,37.50119988,스터디룸
작심스터디카페 서울명지대점,남가좌동 324-2,서울 서대문구 거북골로 23 꼬마빌딩 2층,126.92484950000001,37.58000816,스터디룸
윙스터디 신촌점,창천동 62-59,서울 서대문구 연세로5다길 14 지하 1층,126.93475749999999,37.55661417,스터디룸
랭스터디카페,자양동 5-55,서울 광진구 아차산로34길 26 2층,127.0691294,37.53900734,스터디룸
위넌스터디카페 한양대점,행당동 159-6,서울 성동구 마조로3길 7-1 2층,127.0396455,37.55845655,스터디룸
랭스터디카페 경희대점,회기동 57-11,서울 동대문구 회기로 163 2층,127.05426709999999,37.59084244,스터디룸
어라운드스터디카페 숙대점,청파동3가 114-8,서울 용산구 청파로47가길 9-4 지층,126.96699209999998,37.54425665,스터디룸
르하임스터디카페독서실 상도점,노량진동 310-64,서울 동작구 장승배기로 98 3층,126.9399653,37.50631706,스터디룸
위넌스터디카페 면목역점,면목동 126-1,서울 중랑구 면목로 429 2층,127.0868608,37.59018248,스터디룸
르하임스터디카페 등촌점,등촌동 698-1,서울 강서구 공항대로41길 66 세신종합상가 2층,126.8465773,37.56063214,스터디룸
위넌스터디카페 잠실학원사거리점,잠실동 242-3,"서울 송파구 석촌호수로 106 2,3층",127.08865549999999,37.50768145,스터디룸
초심스터디카페 미아뉴타운점,미아동 682-11,서울 강북구 삼양로 162 젬스톤프라자 6층,127.0216264,37.61838464,스터디룸
셀스스터디룸,사당동 1019-46,서울 동작구 동작대로 49,126.98150729999999,37.48105133,스터디룸
타임스터디카페 마포점,대흥동 549-2,서울 마포구 토정로31길 55-10 3층,126.9437366,37.54348199,스터디룸
랭스터디카페 대학로점,동숭동 1-63,서울 종로구 대학로10길 15-11 3층,127.00277820000001,37.58227033,스터디룸
힐스터디,역삼동 831-3,서울 강남구 강남대로78길 8,127.03008030000001,37.49469622,스터디룸
트레바리 강남아지트,역삼동 819-6,서울 강남구 강남대로92길 19 여원빌딩 3~10층,127.02891029999999,37.4991836,스터디룸
시작스터디카페 종로점,인의동 112-2,서울 종로구 창경궁로 109 세운스퀘어 1층,126.9970902,37.57235195,스터디룸
작심스터디카페 잠실석촌역점,석촌동 290-8,서울 송파구 송파대로 415 지하1층,127.10787420000001,37.50394941,스터디룸
위넌스터디카페 강남구청점,삼성동 1-2,서울 강남구 학동로56길 8 지하 1층,127.04223059999998,37.51679106,스터디룸
작심스터디카페 서울목동역점,신정동 1006-2,서울 양천구 목동로 173 4층,126.8646423,37.52398768,스터디룸
지니24스터디카페 아현점,북아현동 154-1,서울 서대문구 신촌로35길 7 2층,126.95511940000002,37.55780385,스터디룸
공존스터디카페 교대점,서초동 1659-21,서울 서초구 서초중앙로20길 37 파라오하우스 5층,127.0162371,37.49254069,스터디룸
